,西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,調査区分,C_pH_最小値,pH_最小値,C_pH_最大値,pH_最大値,m_pH,n_pH,C_DO_最小値,DO_最小値,C_DO_最大値,DO_最大値,m_DO,n_DO,C_DO_日間平均値_平均値,DO_日間平均値_平均値,C_BOD_最小値,BOD_最小値,C_BOD_最大値,BOD_最大値,m_BOD,n_BOD,C_BOD_日間平均値_最小値,BOD_日間平均値_最小値,C_BOD_日間平均値_最大値,BOD_日間平均値_最大値,x_BOD,y_BOD,C_BOD_日間平均値_平均値,BOD_日間平均値_平均値,C_BOD_日間平均値_中央値,BOD_日間平均値_中央値,C_BOD_日間平均値_75%値,BOD_日間平均値_75%値,C_COD_最小値,COD_最小値,C_COD_最大値,COD_最大値,m_COD,n_COD,C_COD_日間平均値_最小値,COD_日間平均値_最小値,C_COD_日間平均値_最大値,COD_日間平均値_最大値,x_COD,y_COD,C_COD_日間平均値_平均値,COD_日間平均値_平均値,C_COD_日間平均値_中央値,COD_日間平均値_中央値,C_COD_日間平均値_75%値,COD_日間平均値_75%値,C_SS_最小値,SS_最小値,C_SS_最大値,SS_最大値,m_SS,n_SS,C_SS_日間平均値_平均値,SS_日間平均値_平均値,C_大腸菌群数_最小値,大腸菌群数_最小値,C_大腸菌群数_最大値,大腸菌群数_最大値,m_大腸菌群数,n_大腸菌群数,C_大腸菌群数_日間平均値_平均値,大腸菌群数_日間平均値_平均値,C_n-ヘキサン抽出物質（油分等）_最小値,n-ヘキサン抽出物質（油分等)_最小値,C_n-ヘキサン抽出物質(油分等)_最大値,n-ヘキサン抽出物質(油分等)_最大値,m_n-ヘキサン抽出物質(油分等),n_n-ヘキサン抽出物質(油分等),C_n-ヘキサン抽出物質(油分等)_日間平均値_平均値,n-ヘキサン抽出物質(油分等)_日間平均値_平均値,地点統一番号
10,1971,110191,,,,0,,,,,,,,,,,,,,,#,0.5,#,2.8,0.0,28.0,#,0.7,#,2.0,0.0,7.0,#,1.4,#,1.4,#,1.7,<,0.5,#,22.0,,28.0,<,0.5,#,5.9,,7.0,#,3.9,#,4.9,#,5.9,,,,,,,,,,,,,,,,,,,,,,,,,
11,1971,110311,,,,0,,,,,,,,,,,,,,,<,0.5,<,0.5,0.0,18.0,<,0.5,<,0.5,0.0,10.0,<,0.5,<,0.5,<,0.5,<,0.5,<,0.5,,18.0,<,0.5,<,0.5,,10.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
12,1971,110341,,,,0,,,,,,,,,,,,,,,<,0.5,<,0.5,0.0,18.0,<,0.5,<,0.5,0.0,9.0,<,0.5,<,0.5,<,0.5,<,0.5,<,0.5,,18.0,<,0.5,<,0.5,,9.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
13,1971,110371,,,,0,,,,,,,,,,,,,,,<,0.5,<,0.5,0.0,18.0,<,0.5,<,0.5,0.0,9.0,<,0.5,<,0.5,<,0.5,<,0.5,<,0.5,,18.0,<,0.5,<,0.5,,9.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
14,1971,110611,,,,0,,,,,,,,,,,,,,,<,0.5,<,0.5,0.0,12.0,<,0.5,<,0.5,0.0,6.0,<,0.5,<,0.5,<,0.5,<,0.5,<,0.5,,12.0,<,0.5,<,0.5,,6.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
15,1971,110661,,,,0,,,,,,,,,,,,,,,#,0.6,#,12.0,12.0,36.0,#,1.1,#,12.0,3.0,9.0,#,3.8,#,1.9,#,5.0,<,0.5,#,7.2,,36.0,<,0.5,#,2.2,,9.0,#,1.4,#,1.5,#,1.9,,,,,,,,,,,,,,,,,,,,,,,,,
16,1971,110681,,,,0,,,,,,,,,,,,,,,#,1.3,#,24.0,28.0,36.0,#,1.6,#,14.0,8.0,10.0,#,6.6,#,5.1,#,9.3,<,0.5,#,28.0,,36.0,<,0.5,#,7.4,,10.0,#,2.9,#,2.2,#,3.6,,,,,,,,,,,,,,,,,,,,,,,,,
17,1971,110691,,,,0,,,,,,,,,,,,,,,#,1.6,#,8.3,28.0,54.0,#,1.9,#,7.3,7.0,9.0,#,3.9,#,3.3,#,5.2,<,0.5,#,21.0,,54.0,<,0.5,#,4.5,,9.0,#,2.5,#,2.3,#,3.1,,,,,,,,,,,,,,,,,,,,,,,,,
18,1971,110711,,,,0,,,,,,,,,,,,,,,<,0.5,#,1.5,0.0,24.0,#,0.5,#,0.8,0.0,6.0,#,0.6,#,0.6,#,0.7,<,0.5,<,0.5,,24.0,<,0.5,<,0.5,,6.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
19,1971,110731,,,,0,,,,,,,,,,,,,,,<,0.5,#,1.2,0.0,24.0,#,0.5,#,0.7,0.0,6.0,#,0.6,#,0.6,#,0.6,<,0.5,<,0.5,,24.0,<,0.5,<,0.5,,6.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
20,1971,110741,,,,0,,,,,,,,,,,,,,,<,0.5,#,1.7,0.0,38.0,#,0.5,#,1.0,0.0,5.0,#,0.7,#,0.7,#,0.8,<,0.5,<,0.5,,38.0,<,0.5,<,0.5,,5.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
21,1971,110751,,,,0,,,,,,,,,,,,,,,<,0.5,#,2.9,0.0,24.0,#,0.6,#,1.3,0.0,6.0,#,0.9,#,0.9,#,1.0,<,0.5,<,0.5,,24.0,<,0.5,<,0.5,,6.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
22,1971,110841,,,,0,,,,,,,,,,,,,,,#,0.5,#,1.9,0.0,18.0,#,0.7,#,1.9,0.0,10.0,#,1.3,#,1.3,#,1.7,<,0.5,#,4.4,,18.0,<,0.5,#,3.4,,10.0,#,1.2,#,0.8,#,1.3,,,,,,,,,,,,,,,,,,,,,,,,,
23,1971,110861,,,,0,,,,,,,,,,,,,,,#,0.5,#,3.0,0.0,18.0,#,0.5,#,2.9,0.0,10.0,#,1.9,#,1.9,#,2.6,<,0.5,#,9.1,,18.0,<,0.5,#,9.1,,10.0,#,2.0,#,1.2,#,1.9,,,,,,,,,,,,,,,,,,,,,,,,,
24,1971,110871,,,,0,,,,,,,,,,,,,,,#,0.7,#,4.7,5.0,6.0,#,0.7,#,4.7,5.0,6.0,#,2.9,#,3.0,#,3.9,<,0.5,#,2.1,,6.0,<,0.5,#,2.1,,6.0,#,0.8,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
25,1971,111041,,,,0,,,,,,,,,,,,,,,<,0.5,<,0.5,0.0,12.0,<,0.5,<,0.5,0.0,6.0,<,0.5,<,0.5,<,0.5,<,0.5,<,0.5,,12.0,<,0.5,<,0.5,,6.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
26,1971,111051,,,,0,,,,,,,,,,,,,,,<,0.5,<,0.5,0.0,12.0,<,0.5,<,0.5,0.0,6.0,<,0.5,<,0.5,<,0.5,<,0.5,<,0.5,,12.0,<,0.5,<,0.5,,6.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
27,1971,111061,,,,0,,,,,,,,,,,,,,,<,0.5,<,0.5,0.0,12.0,<,0.5,<,0.5,0.0,6.0,<,0.5,<,0.5,<,0.5,<,0.5,<,0.5,,12.0,<,0.5,<,0.5,,6.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
28,1971,111091,,,,0,,,,,,,,,,,,,,,<,0.5,<,0.5,0.0,12.0,<,0.5,<,0.5,0.0,6.0,<,0.5,<,0.5,<,0.5,<,0.5,<,0.5,,12.0,<,0.5,<,0.5,,6.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
29,1971,111201,,,,0,,,,,,,,,,,,,,,#,0.5,#,1.4,4.0,36.0,#,0.5,#,1.1,1.0,9.0,#,0.7,#,0.6,#,0.9,<,0.5,#,3.5,,36.0,<,0.5,#,1.3,,9.0,#,0.9,#,1.0,#,1.1,,,,,,,,,,,,,,,,,,,,,,,,,
30,1971,111211,,,,0,,,,,,,,,,,,,,,#,0.5,#,1.8,0.0,36.0,#,0.6,#,1.5,0.0,10.0,#,0.9,#,0.9,#,1.1,<,0.5,#,3.3,,36.0,<,0.5,#,1.7,,10.0,#,1.0,#,1.0,#,1.2,,,,,,,,,,,,,,,,,,,,,,,,,
31,1971,111281,,,,0,,,,,,,,,,,,,,,#,0.5,#,7.2,7.0,60.0,#,0.6,#,4.5,2.0,9.0,#,2.3,#,1.9,#,2.9,<,0.5,#,5.9,,60.0,#,0.7,#,1.9,,9.0,#,1.1,#,1.0,#,1.1,,,,,,,,,,,,,,,,,,,,,,,,,
32,1971,111331,,,,0,,,,,,,,,,,,,,,#,0.7,#,11.0,17.0,36.0,#,1.3,#,8.9,5.0,11.0,#,2.6,#,1.7,#,3.1,<,0.5,#,13.0,,36.0,<,0.5,#,6.5,,11.0,#,2.0,#,1.2,#,3.1,,,,,,,,,,,,,,,,,,,,,,,,,
33,1971,111351,,,,0,,,,,,,,,,,,,,,#,0.5,#,9.2,16.0,36.0,#,0.8,#,7.3,4.0,9.0,#,2.6,#,2.0,#,2.9,<,0.5,#,6.8,,36.0,#,0.7,#,2.1,,9.0,#,1.4,#,1.5,#,1.9,,,,,,,,,,,,,,,,,,,,,,,,,
34,1971,111391,,,,0,,,,,,,,,,,,,,,#,0.6,#,3.6,7.0,32.0,#,1.0,#,2.9,2.0,8.0,#,1.7,#,1.4,#,1.8,<,0.5,#,9.7,,32.0,#,1.1,#,2.8,,8.0,#,1.6,#,1.5,#,1.8,,,,,,,,,,,,,,,,,,,,,,,,,
35,1971,111421,,,,0,,,,,,,,,,,,,,,<,0.5,#,3.2,15.0,36.0,#,0.5,#,2.2,5.0,9.0,#,1.2,#,1.2,#,1.4,<,0.5,#,4.2,,36.0,#,0.6,#,1.4,,9.0,#,0.9,#,0.8,#,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
36,1971,111431,,,,0,,,,,,,,,,,,,,,#,0.8,#,4.1,4.0,32.0,#,1.0,#,3.2,1.0,8.0,#,2.2,#,2.0,#,2.8,<,0.5,#,7.6,,32.0,#,1.0,#,2.3,,8.0,#,1.5,#,1.4,#,1.8,,,,,,,,,,,,,,,,,,,,,,,,,
37,1971,111461,,,,0,,,,,,,,,,,,,,,#,0.5,#,3.4,2.0,28.0,#,0.8,#,3.1,1.0,8.0,#,1.8,#,1.8,#,2.3,<,0.5,#,10.0,,28.0,<,0.5,#,2.9,,8.0,#,1.4,#,1.5,#,1.7,,,,,,,,,,,,,,,,,,,,,,,,,
38,1971,120321,,,,0,,,,,,,,,,,,,,,#,1.0,#,2.3,,12.0,#,1.0,#,2.3,,3.0,#,1.8,#,2.0,#,2.3,#,0.8,#,2.5,0.0,12.0,#,1.1,#,2.3,0.0,3.0,#,1.5,#,1.2,#,2.3,,,,,,,,,,,,,,,,,,,,,,,,,
39,1971,120331,,,,0,,,,,,,,,,,,,,,#,1.0,#,6.5,,24.0,#,1.1,#,5.3,,6.0,#,2.2,#,1.7,#,2.2,#,1.8,#,5.2,10.0,24.0,#,2.3,#,4.1,3.0,6.0,#,3.0,#,2.9,#,3.6,,,,,,,,,,,,,,,,,,,,,,,,,
40,1971,120341,,,,0,,,,,,,,,,,,,,,#,0.8,#,2.7,,24.0,#,0.9,#,2.6,,6.0,#,1.7,#,1.7,#,2.1,#,1.8,#,3.7,7.0,24.0,#,2.0,#,3.4,2.0,6.0,#,2.7,#,2.6,#,3.2,,,,,,,,,,,,,,,,,,,,,,,,,
41,1971,120351,,,,0,,,,,,,,,,,,,,,#,0.9,#,3.0,,24.0,#,1.1,#,2.9,,6.0,#,1.8,#,1.8,#,2.2,#,1.8,#,3.7,8.0,24.0,#,2.0,#,3.4,3.0,6.0,#,2.8,#,2.9,#,3.3,,,,,,,,,,,,,,,,,,,,,,,,,
42,1971,130681,,,,0,,,,,,,,,,,,,,,<,0.5,<,0.5,,11.0,<,0.5,<,0.5,,6.0,<,0.5,<,0.5,<,0.5,#,0.8,#,41.0,2.0,11.0,#,0.8,#,27.0,1.0,6.0,#,5.9,#,1.6,#,3.2,,,,,,,,,,,,,,,,,,,,,,,,,
43,1971,210071,,,,0,,,,,,,,,,,,,,,<,0.5,#,3.0,1.0,36.0,<,0.5,#,1.1,0.0,9.0,#,0.8,#,0.7,#,0.8,<,0.5,#,3.8,,36.0,<,0.5,#,1.3,,9.0,#,0.7,#,0.7,#,0.8,,,,,,,,,,,,,,,,,,,,,,,,,
44,1971,210081,,,,0,,,,,,,,,,,,,,,<,0.5,#,2.3,1.0,36.0,<,0.5,#,1.0,0.0,9.0,#,0.7,#,0.7,#,0.7,<,0.5,#,4.4,,36.0,<,0.5,#,1.5,,9.0,#,0.8,#,0.6,#,0.8,,,,,,,,,,,,,,,,,,,,,,,,,
45,1971,210091,,,,0,,,,,,,,,,,,,,,<,0.5,#,2.3,1.0,36.0,#,0.6,#,1.0,0.0,9.0,#,0.7,#,0.7,#,0.8,<,0.5,#,3.8,,36.0,<,0.5,#,1.3,,9.0,#,0.7,#,0.7,#,0.8,,,,,,,,,,,,,,,,,,,,,,,,,
46,1971,210101,,,,0,,,,,,,,,,,,,,,<,0.5,#,2.9,2.0,36.0,#,0.6,#,1.1,0.0,9.0,#,0.8,#,0.7,#,0.9,<,0.5,#,6.8,,36.0,<,0.5,#,2.1,,9.0,#,1.1,#,1.2,#,1.4,,,,,,,,,,,,,,,,,,,,,,,,,
47,1971,210261,,,,0,,,,,,,,,,,,,,,#,1.2,#,4.0,15.0,20.0,#,2.1,#,3.0,5.0,5.0,#,2.5,#,2.4,#,2.8,#,1.7,#,14.0,,20.0,#,1.9,#,7.7,,5.0,#,4.3,#,3.4,#,5.7,,,,,,,,,,,,,,,,,,,,,,,,,
48,1971,210271,,,,0,,,,,,,,,,,,,,,#,0.8,#,22.0,11.0,44.0,#,1.5,#,7.5,3.0,11.0,#,2.8,#,2.7,#,3.4,#,1.6,#,10.0,,43.0,#,1.7,#,9.1,,11.0,#,3.9,#,2.9,#,4.5,,,,,,,,,,,,,,,,,,,,,,,,,
49,1971,210281,,,,0,,,,,,,,,,,,,,,#,1.0,#,4.6,5.0,11.0,#,1.0,#,4.6,5.0,11.0,#,2.8,#,2.7,#,3.7,#,1.6,#,11.0,,11.0,#,1.6,#,11.0,,11.0,#,4.2,#,2.6,#,5.2,,,,,,,,,,,,,,,,,,,,,,,,,
50,1971,210621,,,,0,,,,,,,,,,,,,,,<,0.5,#,2.0,0.0,10.0,<,0.5,#,1.9,0.0,6.0,#,0.9,#,0.7,#,1.2,<,0.5,#,2.2,,10.0,<,0.5,#,1.8,,6.0,#,1.1,#,1.0,#,1.5,,,,,,,,,,,,,,,,,,,,,,,,,
51,1971,210631,,,,0,,,,,,,,,,,,,,,#,0.5,#,3.2,2.0,18.0,#,0.5,#,3.0,1.0,10.0,#,1.5,#,1.5,#,1.8,#,0.5,#,5.2,,18.0,#,0.7,#,4.6,,10.0,#,1.9,#,1.6,#,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
52,1971,210661,,,,0,,,,,,,,,,,,,,,#,1.3,#,5.6,2.0,4.0,#,1.3,#,5.6,2.0,4.0,#,2.9,#,2.4,#,2.7,#,1.0,#,2.1,,4.0,#,1.0,#,2.1,,4.0,#,1.5,#,1.4,#,1.6,,,,,,,,,,,,,,,,,,,,,,,,,
53,1971,210681,,,,0,,,,,,,,,,,,,,,#,2.3,#,2.8,4.0,4.0,#,2.3,#,2.8,4.0,4.0,#,2.5,#,2.5,#,2.6,#,1.8,#,2.9,,4.0,#,1.8,#,2.9,,4.0,#,2.2,#,2.1,#,2.2,,,,,,,,,,,,,,,,,,,,,,,,,
54,1971,210701,,,,0,,,,,,,,,,,,,,,#,1.3,#,3.2,3.0,4.0,#,1.3,#,3.2,3.0,4.0,#,2.3,#,2.3,#,2.3,#,1.6,#,4.4,,4.0,#,1.6,#,4.4,,4.0,#,2.9,#,2.8,#,3.5,,,,,,,,,,,,,,,,,,,,,,,,,
55,1971,210711,,,,0,,,,,,,,,,,,,,,#,0.8,#,3.9,2.0,4.0,#,0.8,#,3.9,2.0,4.0,#,2.4,#,2.4,#,3.3,<,0.5,#,15.0,,4.0,<,0.5,#,15.0,,4.0,#,6.2,#,4.6,#,5.2,,,,,,,,,,,,,,,,,,,,,,,,,
56,1971,210721,,,,0,,,,,,,,,,,,,,,<,0.5,#,6.6,24.0,43.0,<,0.5,#,4.4,8.0,12.0,#,2.5,#,2.4,#,2.9,#,1.2,#,7.0,,43.0,#,1.6,#,6.2,,12.0,#,2.7,#,2.3,#,2.5,,,,,,,,,,,,,,,,,,,,,,,,,
57,1971,210731,,,,0,,,,,,,,,,,,,,,<,0.5,#,6.3,26.0,43.0,#,1.9,#,3.5,10.0,11.0,#,2.6,#,2.5,#,3.0,#,0.9,#,5.0,,43.0,#,1.2,#,4.6,,11.0,#,2.6,#,2.5,#,3.4,,,,,,,,,,,,,,,,,,,,,,,,,
58,1971,210741,,,,0,,,,,,,,,,,,,,,#,1.1,#,4.0,4.0,19.0,#,1.1,#,3.6,1.0,11.0,#,2.5,#,2.6,#,2.8,#,0.9,#,4.4,,19.0,#,1.5,#,3.9,,11.0,#,2.9,#,2.9,#,3.5,,,,,,,,,,,,,,,,,,,,,,,,,
59,1971,210811,,,,0,,,,,,,,,,,,,,,#,1.3,#,2.1,1.0,4.0,#,1.3,#,2.1,1.0,4.0,#,1.8,#,1.8,#,2.0,#,0.8,#,2.5,,4.0,#,0.8,#,2.5,,4.0,#,1.7,#,1.7,#,2.4,,,,,,,,,,,,,,,,,,,,,,,,,
60,1971,210831,,,,0,,,,,,,,,,,,,,,#,0.8,#,1.7,0.0,4.0,#,0.8,#,1.7,0.0,4.0,#,1.3,#,1.3,#,1.5,#,1.6,#,3.4,,4.0,#,1.6,#,3.4,,4.0,#,2.5,#,2.5,#,2.8,,,,,,,,,,,,,,,,,,,,,,,,,
61,1971,210861,,,,0,,,,,,,,,,,,,,,#,1.0,#,2.5,1.0,4.0,#,1.0,#,2.5,1.0,4.0,#,1.9,#,2.0,#,2.0,#,1.2,#,4.1,,4.0,#,1.2,#,4.1,,4.0,#,2.7,#,2.8,#,4.1,,,,,,,,,,,,,,,,,,,,,,,,,
62,1971,210871,,,,0,,,,,,,,,,,,,,,#,1.6,#,2.6,1.0,4.0,#,1.6,#,2.6,1.0,4.0,#,2.0,#,1.9,#,1.9,#,1.4,#,2.6,,4.0,#,1.4,#,2.6,,4.0,#,2.1,#,2.1,#,2.1,,,,,,,,,,,,,,,,,,,,,,,,,
63,1971,210931,,,,0,,,,,,,,,,,,,,,#,0.7,#,1.3,0.0,4.0,#,0.7,#,1.3,0.0,4.0,#,1.0,#,1.0,#,1.2,#,1.2,#,2.6,,4.0,#,1.2,#,2.6,,4.0,#,1.9,#,1.9,#,2.1,,,,,,,,,,,,,,,,,,,,,,,,,
64,1971,210941,,,,0,,,,,,,,,,,,,,,#,0.6,#,2.1,1.0,4.0,#,0.6,#,2.1,1.0,4.0,#,1.3,#,1.3,#,1.4,#,1.2,#,2.5,,4.0,#,1.2,#,2.5,,4.0,#,1.8,#,1.7,#,1.9,,,,,,,,,,,,,,,,,,,,,,,,,
65,1971,210951,,,,0,,,,,,,,,,,,,,,#,1.1,#,1.4,0.0,4.0,#,1.1,#,1.4,0.0,4.0,#,1.2,#,1.2,#,1.2,#,0.6,#,1.8,,4.0,#,0.6,#,1.8,,4.0,#,1.3,#,1.4,#,1.5,,,,,,,,,,,,,,,,,,,,,,,,,
66,1971,210961,,,,0,,,,,,,,,,,,,,,#,0.6,#,2.0,0.0,4.0,#,0.6,#,2.0,0.0,4.0,#,1.6,#,1.9,#,2.0,#,1.4,#,4.7,,4.0,#,1.4,#,4.7,,4.0,#,2.8,#,2.5,#,3.1,,,,,,,,,,,,,,,,,,,,,,,,,
67,1971,210991,,,,0,,,,,,,,,,,,,,,#,1.5,#,2.4,1.0,3.0,#,1.5,#,2.4,1.0,3.0,#,1.9,#,1.9,#,2.4,#,6.1,#,7.1,,3.0,#,6.1,#,7.1,,3.0,#,6.5,#,6.4,#,7.1,,,,,,,,,,,,,,,,,,,,,,,,,
68,1971,220011,,,,0,,,,,,,,,,,,,,,<,0.5,#,1.1,,4.0,#,0.6,#,0.8,,2.0,#,0.7,#,0.7,#,0.8,#,0.8,#,1.2,1.0,4.0,#,0.9,#,1.1,1.0,2.0,#,1.0,#,1.0,#,1.1,,,,,,,,,,,,,,,,,,,,,,,,,
69,1971,220021,,,,0,,,,,,,,,,,,,,,<,0.5,#,1.0,,4.0,<,0.5,#,1.0,,4.0,#,0.6,<,0.5,<,0.5,#,0.6,#,1.0,0.0,4.0,#,0.6,#,1.0,0.0,4.0,#,0.8,#,0.8,#,0.8,,,,,,,,,,,,,,,,,,,,,,,,,
70,1971,220031,,,,0,,,,,,,,,,,,,,,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,<,0.5,#,0.8,0.0,4.0,<,0.5,#,0.8,0.0,4.0,#,0.7,#,0.7,#,0.7,,,,,,,,,,,,,,,,,,,,,,,,,
71,1971,220041,,,,0,,,,,,,,,,,,,,,<,0.5,#,0.6,,4.0,<,0.5,#,0.6,,4.0,#,0.5,<,0.5,<,0.5,<,0.5,#,0.9,0.0,4.0,<,0.5,#,0.9,0.0,4.0,#,0.7,#,0.7,#,0.7,,,,,,,,,,,,,,,,,,,,,,,,,
72,1971,220051,,,,0,,,,,,,,,,,,,,,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,<,0.5,#,1.1,1.0,4.0,<,0.5,#,1.1,1.0,4.0,#,0.8,#,0.7,#,0.8,,,,,,,,,,,,,,,,,,,,,,,,,
73,1971,220061,,,,0,,,,,,,,,,,,,,,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,<,0.5,#,1.3,1.0,4.0,<,0.5,#,1.3,1.0,4.0,#,0.8,#,0.7,#,0.8,,,,,,,,,,,,,,,,,,,,,,,,,
