,西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,調査区分_x,C_pH_最小値,pH_最小値,C_pH_最大値,pH_最大値,m_pH,n_pH,C_DO_最小値,DO_最小値,C_DO_最大値,DO_最大値,m_DO,n_DO,C_DO_日間平均値_平均値,DO_日間平均値_平均値,C_BOD_最小値,BOD_最小値,C_BOD_最大値,BOD_最大値,m_BOD,n_BOD,C_BOD_日間平均値_最小値,BOD_日間平均値_最小値,C_BOD_日間平均値_最大値,BOD_日間平均値_最大値,x_BOD,y_BOD,C_BOD_日間平均値_平均値,BOD_日間平均値_平均値,C_BOD_日間平均値_中央値,BOD_日間平均値_中央値,C_BOD_日間平均値_75%値,BOD_日間平均値_75%値,C_COD_最小値,COD_最小値,C_COD_最大値,COD_最大値,m_COD,n_COD,C_COD_日間平均値_最小値,COD_日間平均値_最小値,C_COD_日間平均値_最大値,COD_日間平均値_最大値,x_COD,y_COD,C_COD_日間平均値_平均値,COD_日間平均値_平均値,C_COD_日間平均値_中央値,COD_日間平均値_中央値,C_COD_日間平均値_75%値,COD_日間平均値_75%値,C_SS_最小値,SS_最小値,C_SS_最大値,SS_最大値,m_SS,n_SS,C_SS_日間平均値_平均値,SS_日間平均値_平均値,C_大腸菌群数_最小値,大腸菌群数_最小値,C_大腸菌群数_最大値,大腸菌群数_最大値,m_大腸菌群数,n_大腸菌群数,C_大腸菌群数_日間平均値_平均値,大腸菌群数_日間平均値_平均値,C_n-ヘキサン抽出物質（油分等）_最小値,n-ヘキサン抽出物質（油分等)_最小値,C_n-ヘキサン抽出物質(油分等)_最大値,n-ヘキサン抽出物質(油分等)_最大値,m_n-ヘキサン抽出物質(油分等),n_n-ヘキサン抽出物質(油分等),C_n-ヘキサン抽出物質(油分等)_日間平均値_平均値,n-ヘキサン抽出物質(油分等)_日間平均値_平均値,地点統一番号,m_カドミウム,n_カドミウム,C_カドミウム_最大値,カドミウム_最大値,C_カドミウム_平均値,カドミウム_平均値,m_全シアン,n_全シアン,C_全シアン_最大値,全シアン_最大値,C_全シアン_平均値,全シアン_平均値,m_鉛,n_鉛,C_鉛_最大値,鉛_最大値,C_鉛_平均値,鉛_平均値,m_六価クロム,n_六価クロム,C_六価クロム_最大値,六価クロム_最大値,C_六価クロム_平均値,六価クロム_平均値,m_砒素,n_砒素,C_砒素_最大値,砒素_最大値,C_砒素_平均値,砒素_平均値,m_総水銀,n_総水銀,C_総水銀_最大値,総水銀_最大値,C_総水銀_平均値,総水銀_平均値,総水銀_定量限界値未満の検体数,m_アルキル水銀,n_アルキル水銀,C_アルキル水銀_最大値,アルキル水銀_最大値,C_アルキル水銀_平均値,アルキル水銀_平均値,m_PCB,n_PCB,C_PCB_最大値,PCB_最大値,C_PCB_平均値,PCB_平均値,m_有機リン,n_有機リン,C_有機リン_最大値,有機リン_最大値,C_有機リン_平均値,有機リン_平均値,m_ジクロロメタン,n_ジクロロメタン,C_ジクロロメタン_最大値,ジクロロメタン_最大値,C_ジクロロメタン_平均値,ジクロロメタン_平均値,m_四塩化炭素,n_四塩化炭素,C_四塩化炭素_最大値,四塩化炭素_最大値,C_四塩化炭素_平均値,四塩化炭素_平均値,m_1、2-ジクロロエタン,n_1、2-ジクロロエタン,C_1、2-ジクロロエタン_最大値,1、2-ジクロロエタン_最大値,C_1、2-ジクロロエタン_平均値,1、2-ジクロロエタン_平均値,m_1、1-ジクロロエチレン,n_1、1-ジクロロエチレン,C_1、1-ジクロロエチレン_最大値,1、1-ジクロロエチレン_最大値,C_1、1-ジクロロエチレン_平均値,1、1-ジクロロエチレン_平均値,m_シス-1、2-ジクロロエチレン,n_シス-1、2-ジクロロエチレン,C_シス-1、2-ジクロロエチレン_最大値,シス-1、2-ジクロロエチレン_最大値,C_シス-1、2-ジクロロエチレン_平均値,シス-1、2-ジクロロエチレン_平均値,m_1、1、1-トリクロロエタン,n_1、1、1-トリクロロエタン,C_1、1、1-トリクロロエタン_最大値,1、1、1-トリクロロエタン_最大値,C_1、1、1-トリクロロエタン_平均値,1、1、1-トリクロロエタン_平均値,m_1、1、2-トリクロロエタン,n_1、1、2-トリクロロエタン,C_1、1、2-トリクロロエタン_最大値,1、1、2-トリクロロエタン_最大値,C_1、1、2-トリクロロエタン_平均値,1、1、2-トリクロロエタン_平均値,m_トリクロロエチレン,n_トリクロロエチレン,C_トリクロロエチレン_最大値,トリクロロエチレン_最大値,C_トリクロロエチレン_平均値,トリクロロエチレン_平均値,m_テトラクロロエチレン,n_テトラクロロエチレン,C_テトラクロロエチレン_最大値,テトラクロロエチレン_最大値,C_テトラクロロエチレン_平均値,テトラクロロエチレン_平均値,m_1、3-ジクロロプロペン,n_1、3-ジクロロプロペン,C_1、3-ジクロロプロペン_最大値,1、3-ジクロロプロペン_最大値,C_1、3-ジクロロプロペン_平均値,1、3-ジクロロプロペン_平均値,m_チウラム,n_チウラム,C_チウラム_最大値,チウラム_最大値,C_チウラム_平均値,チウラム_平均値,m_シマジン,n_シマジン,C_シマジン_最大値,シマジン_最大値,C_シマジン_平均値,シマジン_平均値,m_チオベンカルブ,n_チオベンカルブ,C_チオベンカルブ_最大値,チオベンカルブ_最大値,C_チオベンカルブ_平均値,チオベンカルブ_平均値,m_ベンゼン,n_ベンゼン,C_ベンゼン_最大値,ベンゼン_最大値,C_ベンゼン_平均値,ベンゼン_平均値,m_セレン,n_セレン,C_セレン_最大値,セレン_最大値,C_セレン_平均値,セレン_平均値,m_硝酸性窒素及び亜硝酸性窒素,ｎ_硝酸性窒素及び亜硝酸性窒素,C_硝酸性窒素及び亜硝酸性窒素_最大値,硝酸性窒素及び亜硝酸性窒素_最大値,C_硝酸性窒素及び亜硝酸性窒素_平均値,硝酸性窒素及び亜硝酸性窒素_平均値,m_亜硝酸性窒素,n_亜硝酸性窒素,C_亜硝酸性窒素_最大値,亜硝酸性窒素_最大値,C_亜硝酸性窒素_平均値,亜硝酸性窒素_平均値,m_ふっ素,n_ふっ素,C_ふっ素_最大値,ふっ素_最大値,C_ふっ素_平均値,ふっ素_平均値,m_ほう素,n_ほう素,C_ほう素_最大値,ほう素_最大値,C_ほう素_平均値,ほう素_平均値,調査区分_y,採取位置,C_全窒素_最小値,全窒素_最小値,C_全窒素_最大値,全窒素_最大値,m_全窒素,n_全窒素,C_全窒素_日間平均値_平均値,全窒素_日間平均値_平均値,C_全燐_最小値,全燐_最小値,C_全燐_最大値,全燐_最大値,m_全燐,n_全燐,C_全燐_日間平均値_平均値,全燐_日間平均値_平均値
10,1984,110140,1,5,2,0.0,#,6.8,#,7.5,0.0,12.0,#,8.8,#,15.0,0.0,12.0,#,11.0,<,0.5,#,2.4,1.0,12.0,<,0.5,#,2.4,1.0,12.0,#,0.7,<,0.5,#,0.5,,,,,,,,,,,,,,,,,,,<,1.0,#,60.0,2.0,12.0,#,9.0,#,33.0,#,2200.0,1.0,12.0,#,440.0,,,,,,,,,0100502,0.0,2.0,<,0.005,<,0.005,0.0,2.0,N,0.1,N,0.1,0.0,2.0,<,0.05,<,0.05,0.0,2.0,<,0.02,<,0.02,0.0,2.0,<,0.02,<,0.02,0.0,2.0,<,0.0005,<,0.0005,2.0,0.0,2.0,N,0.0005,N,0.0005,0.0,1.0,N,0.0005,N,0.0005,0.0,2.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1984,110130,1,5,52,0.0,#,7.1,#,8.2,0.0,12.0,#,8.6,#,14.0,0.0,12.0,#,12.0,<,0.5,#,1.3,0.0,12.0,<,0.5,#,1.3,0.0,12.0,#,0.7,#,0.6,#,0.8,,,,,,,,,,,,,,,,,,,<,1.0,#,62.0,1.0,12.0,#,7.0,#,230.0,#,4600.0,2.0,6.0,#,1600.0,,,,,,,,,0100552,0.0,2.0,<,0.005,<,0.005,0.0,2.0,N,0.1,N,0.1,0.0,2.0,<,0.05,<,0.05,0.0,2.0,<,0.02,<,0.02,0.0,2.0,<,0.02,<,0.02,0.0,6.0,<,0.0005,<,0.0005,6.0,0.0,2.0,N,0.0005,N,0.0005,0.0,4.0,N,0.0005,N,0.0005,0.0,2.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1984,110160,1,6,2,0.0,#,6.9,#,7.4,0.0,24.0,#,8.0,#,14.0,0.0,24.0,#,11.0,<,0.5,#,4.8,3.0,24.0,#,0.6,#,3.4,3.0,12.0,#,1.4,#,1.1,#,1.3,,,,,,,,,,,,,,,,,,,#,2.0,#,52.0,4.0,24.0,#,14.0,#,500.0,#,2400000.0,20.0,24.0,#,120000.0,,,,,,,,,0100602,0.0,2.0,<,0.005,<,0.005,0.0,2.0,N,0.1,N,0.1,0.0,2.0,<,0.05,<,0.05,0.0,2.0,<,0.02,<,0.02,0.0,12.0,<,0.02,<,0.02,0.0,12.0,<,0.0005,<,0.0005,12.0,0.0,2.0,N,0.0005,N,0.0005,0.0,1.0,N,0.0005,N,0.0005,0.0,2.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1984,110170,1,7,1,0.0,#,6.8,#,8.6,1.0,47.0,#,6.4,#,14.0,0.0,47.0,#,9.8,#,1.3,#,6.6,26.0,47.0,#,1.7,#,4.8,7.0,12.0,#,3.3,#,3.3,#,3.9,,,,,,,,,,,,,,,,,,,#,3.0,#,150.0,15.0,47.0,#,30.0,#,200.0,#,1300000.0,37.0,47.0,#,94000.0,,,,,,,,,0100701,0.0,2.0,<,0.005,<,0.005,0.0,2.0,N,0.1,N,0.1,0.0,2.0,<,0.05,<,0.05,0.0,2.0,<,0.02,<,0.02,0.0,11.0,<,0.02,<,0.02,0.0,11.0,<,0.0005,<,0.0005,11.0,0.0,2.0,N,0.0005,N,0.0005,0.0,1.0,N,0.0005,N,0.0005,0.0,2.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1984,110180,1,7,51,0.0,#,6.8,#,7.4,0.0,46.0,#,6.1,#,13.0,0.0,46.0,#,9.5,#,1.0,#,7.3,8.0,46.0,#,1.5,#,5.2,2.0,12.0,#,2.4,#,2.2,#,2.4,,,,,,,,,,,,,,,,,,,#,2.0,#,160.0,9.0,46.0,#,25.0,#,700.0,#,240000.0,27.0,46.0,#,27000.0,,,,,,,,,0100751,0.0,2.0,<,0.005,<,0.005,0.0,2.0,N,0.1,N,0.1,0.0,2.0,<,0.05,<,0.05,0.0,2.0,<,0.02,<,0.02,0.0,2.0,<,0.02,<,0.02,0.0,2.0,<,0.0005,<,0.0005,2.0,0.0,2.0,N,0.0005,N,0.0005,,,,,,,0.0,2.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1984,110190,1,7,52,0.0,#,7.0,#,8.7,1.0,12.0,#,8.6,#,15.0,0.0,12.0,#,12.0,#,0.7,#,5.8,3.0,12.0,#,0.7,#,5.8,3.0,12.0,#,2.8,#,2.6,#,2.9,,,,,,,,,,,,,,,,,,,#,2.0,#,64.0,2.0,12.0,#,18.0,#,7000.0,#,1300000.0,12.0,12.0,#,170000.0,,,,,,,,,0100752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1984,110230,1,8,2,0.0,#,7.1,#,7.4,0.0,12.0,#,9.1,#,14.0,0.0,12.0,#,11.0,<,0.5,#,1.1,1.0,12.0,<,0.5,#,1.1,1.0,12.0,#,0.6,#,0.5,#,0.7,,,,,,,,,,,,,,,,,,,#,3.0,#,32.0,1.0,12.0,#,13.0,#,13.0,#,240.0,2.0,12.0,#,60.0,,,,,,,,,0100802,0.0,2.0,<,0.005,<,0.005,0.0,2.0,N,0.1,N,0.1,0.0,2.0,<,0.05,<,0.05,0.0,2.0,<,0.02,<,0.02,0.0,2.0,<,0.02,<,0.02,0.0,2.0,<,0.0005,<,0.0005,2.0,0.0,2.0,N,0.0005,N,0.0005,0.0,1.0,N,0.0005,N,0.0005,0.0,2.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1984,110220,1,8,52,0.0,#,6.9,#,7.9,0.0,10.0,#,8.9,#,14.0,0.0,10.0,#,11.0,<,0.5,#,1.2,1.0,10.0,<,0.5,#,1.2,1.0,10.0,#,0.7,#,0.7,#,0.8,,,,,,,,,,,,,,,,,,,#,2.0,#,22.0,0.0,10.0,#,9.0,#,0.0,#,540.0,4.0,10.0,#,90.0,,,,,,,,,0100852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1984,110240,1,9,1,0.0,#,7.0,#,7.5,0.0,27.0,#,9.4,#,14.0,0.0,27.0,#,12.0,<,0.5,#,1.3,0.0,27.0,<,0.5,#,1.3,0.0,12.0,#,0.7,#,0.6,#,0.7,,,,,,,,,,,,,,,,,,,#,1.0,#,160.0,7.0,27.0,#,17.0,#,5.0,#,330.0,0.0,27.0,#,83.0,,,,,,,,,0100901,0.0,2.0,<,0.005,<,0.005,0.0,2.0,N,0.1,N,0.1,0.0,2.0,<,0.05,<,0.05,0.0,2.0,<,0.02,<,0.02,0.0,2.0,<,0.02,<,0.02,0.0,2.0,<,0.0005,<,0.0005,2.0,0.0,2.0,N,0.0005,N,0.0005,0.0,1.0,N,0.0005,N,0.0005,0.0,2.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1984,110250,1,10,1,0.0,#,6.6,#,7.3,0.0,27.0,#,8.3,#,13.0,0.0,27.0,#,10.0,<,0.5,#,2.6,0.0,27.0,<,0.5,#,2.0,0.0,12.0,#,1.2,#,1.2,#,1.5,,,,,,,,,,,,,,,,,,,<,1.0,#,40.0,7.0,27.0,#,19.0,#,200.0,#,330000.0,17.0,27.0,#,28000.0,,,,,,,,,0101001,0.0,2.0,<,0.005,<,0.005,0.0,2.0,N,0.1,N,0.1,0.0,2.0,<,0.05,<,0.05,0.0,2.0,<,0.02,<,0.02,0.0,2.0,<,0.02,<,0.02,0.0,2.0,<,0.0005,<,0.0005,2.0,0.0,2.0,N,0.0005,N,0.0005,0.0,1.0,N,0.0005,N,0.0005,0.0,2.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1984,110260,1,10,2,0.0,#,6.8,#,7.4,0.0,12.0,#,9.0,#,14.0,0.0,12.0,#,11.0,#,0.6,#,2.2,0.0,12.0,#,0.6,#,2.2,0.0,12.0,#,1.3,#,1.3,#,1.7,,,,,,,,,,,,,,,,,,,#,2.0,#,18.0,0.0,12.0,#,8.0,#,200.0,#,22000.0,3.0,12.0,#,5500.0,,,,,,,,,0101002,0.0,2.0,<,0.005,<,0.005,0.0,2.0,N,0.1,N,0.1,0.0,2.0,<,0.05,<,0.05,0.0,2.0,<,0.02,<,0.02,0.0,2.0,<,0.02,<,0.02,0.0,2.0,<,0.0005,<,0.0005,2.0,0.0,2.0,N,0.0005,N,0.0005,0.0,1.0,N,0.0005,N,0.0005,0.0,2.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1984,110270,1,10,3,0.0,#,6.8,#,7.4,0.0,27.0,#,8.6,#,13.0,0.0,27.0,#,11.0,<,0.5,#,5.1,10.0,27.0,<,0.5,#,3.9,4.0,12.0,#,2.0,#,1.7,#,3.3,,,,,,,,,,,,,,,,,,,#,3.0,#,100.0,3.0,27.0,#,14.0,#,1700.0,#,2400000.0,24.0,27.0,#,250000.0,,,,,,,,,0101003,0.0,2.0,<,0.005,<,0.005,0.0,2.0,N,0.1,N,0.1,0.0,2.0,<,0.05,<,0.05,0.0,2.0,<,0.02,<,0.02,0.0,2.0,<,0.02,<,0.02,0.0,2.0,<,0.0005,<,0.0005,2.0,0.0,2.0,N,0.0005,N,0.0005,0.0,1.0,N,0.0005,N,0.0005,0.0,2.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1984,110280,1,10,51,0.0,#,6.9,#,7.4,0.0,27.0,#,8.4,#,14.0,0.0,27.0,#,11.0,<,0.5,#,3.3,1.0,27.0,#,0.6,#,2.1,0.0,12.0,#,1.4,#,1.5,#,1.7,,,,,,,,,,,,,,,,,,,#,2.0,#,60.0,4.0,27.0,#,13.0,#,23.0,#,130000.0,11.0,27.0,#,12000.0,,,,,,,,,0101051,0.0,2.0,<,0.005,<,0.005,0.0,2.0,N,0.1,N,0.1,0.0,2.0,<,0.05,<,0.05,0.0,2.0,<,0.02,<,0.02,0.0,2.0,<,0.02,<,0.02,0.0,2.0,<,0.0005,<,0.0005,2.0,0.0,2.0,N,0.0005,N,0.0005,0.0,1.0,N,0.0005,N,0.0005,0.0,2.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1984,110290,1,10,52,0.0,#,7.3,#,7.9,0.0,4.0,#,9.2,#,14.0,0.0,4.0,#,11.0,#,0.6,#,2.2,0.0,4.0,#,0.6,#,2.2,0.0,4.0,#,1.3,#,1.2,#,1.5,,,,,,,,,,,,,,,,,,,#,2.0,#,8.0,0.0,4.0,#,4.0,#,790.0,#,22000.0,1.0,4.0,#,7700.0,,,,,,,,,0101052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1984,110310,1,11,1,0.0,#,6.8,#,8.2,0.0,24.0,#,7.9,#,13.0,0.0,24.0,#,11.0,<,0.5,#,2.9,6.0,24.0,<,0.5,#,2.6,3.0,12.0,#,1.4,#,1.2,#,1.7,,,,,,,,,,,,,,,,,,,#,2.0,#,520.0,3.0,24.0,#,58.0,#,800.0,#,1600000.0,23.0,24.0,#,100000.0,,,,,,,,,0101101,0.0,2.0,<,0.005,<,0.005,0.0,2.0,N,0.1,N,0.1,0.0,2.0,<,0.05,<,0.05,0.0,2.0,<,0.02,<,0.02,0.0,2.0,<,0.02,<,0.02,0.0,2.0,<,0.0005,<,0.0005,2.0,0.0,2.0,N,0.0005,N,0.0005,0.0,1.0,N,0.0005,N,0.0005,0.0,2.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1984,110320,1,12,1,0.0,#,6.8,#,7.6,0.0,24.0,#,6.8,#,13.0,0.0,24.0,#,10.0,#,0.6,#,6.6,4.0,24.0,#,0.7,#,4.7,3.0,12.0,#,2.5,#,2.5,#,2.9,,,,,,,,,,,,,,,,,,,#,5.0,#,440.0,3.0,24.0,#,48.0,#,3300.0,#,790000.0,21.0,24.0,#,86000.0,,,,,,,,,0101201,0.0,2.0,<,0.005,<,0.005,0.0,2.0,N,0.1,N,0.1,0.0,12.0,<,0.05,<,0.05,0.0,2.0,<,0.02,<,0.02,0.0,12.0,<,0.02,<,0.02,0.0,2.0,<,0.0005,<,0.0005,2.0,0.0,2.0,N,0.0005,N,0.0005,0.0,1.0,N,0.0005,N,0.0005,0.0,2.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1984,110330,1,13,1,0.0,#,7.0,#,8.4,0.0,24.0,#,6.3,#,14.0,0.0,24.0,#,9.6,#,0.7,#,4.7,3.0,24.0,#,0.9,#,4.2,1.0,12.0,#,1.9,#,1.7,#,1.8,,,,,,,,,,,,,,,,,,,<,1.0,#,15.0,0.0,24.0,#,5.0,#,20.0,#,49000.0,4.0,24.0,#,5100.0,,,,,,,,,0101301,0.0,2.0,<,0.005,<,0.005,0.0,2.0,N,0.1,N,0.1,0.0,12.0,<,0.05,<,0.05,0.0,2.0,<,0.02,<,0.02,0.0,12.0,<,0.02,<,0.02,0.0,2.0,<,0.0005,<,0.0005,2.0,0.0,2.0,N,0.0005,N,0.0005,0.0,1.0,N,0.0005,N,0.0005,0.0,2.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1984,110340,1,14,1,0.0,#,7.2,#,8.3,0.0,4.0,#,8.9,#,10.0,0.0,4.0,#,9.5,#,0.5,#,1.1,0.0,4.0,#,0.5,#,1.1,0.0,4.0,#,0.7,#,0.6,#,0.7,,,,,,,,,,,,,,,,,,,#,3.0,#,9.0,0.0,4.0,#,6.0,#,490.0,#,3500.0,3.0,4.0,#,2700.0,,,,,,,,,0101401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1984,110350,1,15,1,0.0,#,6.8,#,7.4,0.0,12.0,#,8.8,#,13.0,0.0,12.0,#,11.0,#,0.6,#,8.5,4.0,12.0,#,0.6,#,8.5,4.0,12.0,#,2.5,#,1.5,#,3.1,,,,,,,,,,,,,,,,,,,#,4.0,#,62.0,3.0,12.0,#,17.0,#,500.0,#,490000.0,9.0,12.0,#,94000.0,,,,,,,,,0101501,0.0,2.0,<,0.005,<,0.005,0.0,2.0,N,0.1,N,0.1,0.0,2.0,<,0.05,<,0.05,0.0,2.0,<,0.02,<,0.02,0.0,2.0,<,0.02,<,0.02,0.0,2.0,<,0.0005,<,0.0005,2.0,0.0,2.0,N,0.0005,N,0.0005,0.0,1.0,N,0.0005,N,0.0005,0.0,2.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1984,110360,1,16,1,0.0,#,6.7,#,7.2,0.0,12.0,#,7.9,#,13.0,0.0,12.0,#,11.0,<,0.5,#,1.1,1.0,12.0,<,0.5,#,1.1,1.0,12.0,#,0.6,<,0.5,#,0.6,,,,,,,,,,,,,,,,,,,#,2.0,#,41.0,1.0,12.0,#,8.0,#,20.0,#,7900.0,10.0,12.0,#,1300.0,,,,,,,,,0101601,0.0,2.0,<,0.005,<,0.005,0.0,2.0,N,0.1,N,0.1,0.0,2.0,<,0.05,<,0.05,0.0,2.0,<,0.02,<,0.02,0.0,2.0,<,0.02,<,0.02,0.0,2.0,<,0.0005,<,0.0005,2.0,0.0,2.0,N,0.0005,N,0.0005,,,,,,,0.0,2.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1984,110370,1,17,1,0.0,#,6.6,#,7.5,0.0,12.0,#,8.6,#,13.0,0.0,12.0,#,11.0,<,0.5,#,1.6,0.0,12.0,<,0.5,#,1.6,0.0,12.0,#,0.8,#,0.5,#,1.0,,,,,,,,,,,,,,,,,,,#,2.0,#,73.0,1.0,12.0,#,15.0,#,80.0,#,7000.0,6.0,12.0,#,1700.0,,,,,,,,,0101701,0.0,2.0,<,0.005,<,0.005,0.0,2.0,N,0.1,N,0.1,0.0,2.0,<,0.05,<,0.05,0.0,2.0,<,0.02,<,0.02,0.0,2.0,<,0.02,<,0.02,0.0,2.0,<,0.0005,<,0.0005,2.0,0.0,2.0,N,0.0005,N,0.0005,,,,,,,0.0,2.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
