,西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,調査区分_x,C_pH_最小値,pH_最小値,C_pH_最大値,pH_最大値,m_pH,n_pH,C_DO_最小値,DO_最小値,C_DO_最大値,DO_最大値,m_DO,n_DO,C_DO_日間平均値_平均値,DO_日間平均値_平均値,C_BOD_最小値,BOD_最小値,C_BOD_最大値,BOD_最大値,m_BOD,n_BOD,C_BOD_日間平均値_最小値,BOD_日間平均値_最小値,C_BOD_日間平均値_最大値,BOD_日間平均値_最大値,x_BOD,y_BOD,C_BOD_日間平均値_平均値,BOD_日間平均値_平均値,C_BOD_日間平均値_中央値,BOD_日間平均値_中央値,C_BOD_日間平均値_75%値,BOD_日間平均値_75%値,C_COD_最小値,COD_最小値,C_COD_最大値,COD_最大値,m_COD,n_COD,C_COD_日間平均値_最小値,COD_日間平均値_最小値,C_COD_日間平均値_最大値,COD_日間平均値_最大値,x_COD,y_COD,C_COD_日間平均値_平均値,COD_日間平均値_平均値,C_COD_日間平均値_中央値,COD_日間平均値_中央値,C_COD_日間平均値_75%値,COD_日間平均値_75%値,C_SS_最小値,SS_最小値,C_SS_最大値,SS_最大値,m_SS,n_SS,C_SS_日間平均値_平均値,SS_日間平均値_平均値,C_大腸菌群数_最小値,大腸菌群数_最小値,C_大腸菌群数_最大値,大腸菌群数_最大値,m_大腸菌群数,n_大腸菌群数,C_大腸菌群数_日間平均値_平均値,大腸菌群数_日間平均値_平均値,C_n-ヘキサン抽出物質（油分等）_最小値,n-ヘキサン抽出物質（油分等)_最小値,C_n-ヘキサン抽出物質(油分等)_最大値,n-ヘキサン抽出物質(油分等)_最大値,m_n-ヘキサン抽出物質(油分等),n_n-ヘキサン抽出物質(油分等),C_n-ヘキサン抽出物質(油分等)_日間平均値_平均値,n-ヘキサン抽出物質(油分等)_日間平均値_平均値,地点統一番号,m_カドミウム,n_カドミウム,C_カドミウム_最大値,カドミウム_最大値,C_カドミウム_平均値,カドミウム_平均値,m_全シアン,n_全シアン,C_全シアン_最大値,全シアン_最大値,C_全シアン_平均値,全シアン_平均値,m_鉛,n_鉛,C_鉛_最大値,鉛_最大値,C_鉛_平均値,鉛_平均値,m_六価クロム,n_六価クロム,C_六価クロム_最大値,六価クロム_最大値,C_六価クロム_平均値,六価クロム_平均値,m_砒素,n_砒素,C_砒素_最大値,砒素_最大値,C_砒素_平均値,砒素_平均値,m_総水銀,n_総水銀,C_総水銀_最大値,総水銀_最大値,C_総水銀_平均値,総水銀_平均値,総水銀_定量限界値未満の検体数,m_アルキル水銀,n_アルキル水銀,C_アルキル水銀_最大値,アルキル水銀_最大値,C_アルキル水銀_平均値,アルキル水銀_平均値,m_PCB,n_PCB,C_PCB_最大値,PCB_最大値,C_PCB_平均値,PCB_平均値,m_有機リン,n_有機リン,C_有機リン_最大値,有機リン_最大値,C_有機リン_平均値,有機リン_平均値,m_ジクロロメタン,n_ジクロロメタン,C_ジクロロメタン_最大値,ジクロロメタン_最大値,C_ジクロロメタン_平均値,ジクロロメタン_平均値,m_四塩化炭素,n_四塩化炭素,C_四塩化炭素_最大値,四塩化炭素_最大値,C_四塩化炭素_平均値,四塩化炭素_平均値,m_1、2-ジクロロエタン,n_1、2-ジクロロエタン,C_1、2-ジクロロエタン_最大値,1、2-ジクロロエタン_最大値,C_1、2-ジクロロエタン_平均値,1、2-ジクロロエタン_平均値,m_1、1-ジクロロエチレン,n_1、1-ジクロロエチレン,C_1、1-ジクロロエチレン_最大値,1、1-ジクロロエチレン_最大値,C_1、1-ジクロロエチレン_平均値,1、1-ジクロロエチレン_平均値,m_シス-1、2-ジクロロエチレン,n_シス-1、2-ジクロロエチレン,C_シス-1、2-ジクロロエチレン_最大値,シス-1、2-ジクロロエチレン_最大値,C_シス-1、2-ジクロロエチレン_平均値,シス-1、2-ジクロロエチレン_平均値,m_1、1、1-トリクロロエタン,n_1、1、1-トリクロロエタン,C_1、1、1-トリクロロエタン_最大値,1、1、1-トリクロロエタン_最大値,C_1、1、1-トリクロロエタン_平均値,1、1、1-トリクロロエタン_平均値,m_1、1、2-トリクロロエタン,n_1、1、2-トリクロロエタン,C_1、1、2-トリクロロエタン_最大値,1、1、2-トリクロロエタン_最大値,C_1、1、2-トリクロロエタン_平均値,1、1、2-トリクロロエタン_平均値,m_トリクロロエチレン,n_トリクロロエチレン,C_トリクロロエチレン_最大値,トリクロロエチレン_最大値,C_トリクロロエチレン_平均値,トリクロロエチレン_平均値,m_テトラクロロエチレン,n_テトラクロロエチレン,C_テトラクロロエチレン_最大値,テトラクロロエチレン_最大値,C_テトラクロロエチレン_平均値,テトラクロロエチレン_平均値,m_1、3-ジクロロプロペン,n_1、3-ジクロロプロペン,C_1、3-ジクロロプロペン_最大値,1、3-ジクロロプロペン_最大値,C_1、3-ジクロロプロペン_平均値,1、3-ジクロロプロペン_平均値,m_チウラム,n_チウラム,C_チウラム_最大値,チウラム_最大値,C_チウラム_平均値,チウラム_平均値,m_シマジン,n_シマジン,C_シマジン_最大値,シマジン_最大値,C_シマジン_平均値,シマジン_平均値,m_チオベンカルブ,n_チオベンカルブ,C_チオベンカルブ_最大値,チオベンカルブ_最大値,C_チオベンカルブ_平均値,チオベンカルブ_平均値,m_ベンゼン,n_ベンゼン,C_ベンゼン_最大値,ベンゼン_最大値,C_ベンゼン_平均値,ベンゼン_平均値,m_セレン,n_セレン,C_セレン_最大値,セレン_最大値,C_セレン_平均値,セレン_平均値,m_硝酸性窒素及び亜硝酸性窒素,ｎ_硝酸性窒素及び亜硝酸性窒素,C_硝酸性窒素及び亜硝酸性窒素_最大値,硝酸性窒素及び亜硝酸性窒素_最大値,C_硝酸性窒素及び亜硝酸性窒素_平均値,硝酸性窒素及び亜硝酸性窒素_平均値,m_亜硝酸性窒素,n_亜硝酸性窒素,C_亜硝酸性窒素_最大値,亜硝酸性窒素_最大値,C_亜硝酸性窒素_平均値,亜硝酸性窒素_平均値,m_ふっ素,n_ふっ素,C_ふっ素_最大値,ふっ素_最大値,C_ふっ素_平均値,ふっ素_平均値,m_ほう素,n_ほう素,C_ほう素_最大値,ほう素_最大値,C_ほう素_平均値,ほう素_平均値,調査区分_y,採取位置,C_全窒素_最小値,全窒素_最小値,C_全窒素_最大値,全窒素_最大値,m_全窒素,n_全窒素,C_全窒素_日間平均値_平均値,全窒素_日間平均値_平均値,C_全燐_最小値,全燐_最小値,C_全燐_最大値,全燐_最大値,m_全燐,n_全燐,C_全燐_日間平均値_平均値,全燐_日間平均値_平均値
2748,1984,1720030,17,502,1,0.0,#,6.9,#,9.3,6.0,24.0,#,5.6,#,12.0,3.0,24.0,#,9.5,,,,,,,,,,,,,,,,,,,#,1.3,#,15.0,14.0,24.0,#,1.4,#,15.0,8.0,12.0,#,5.0,#,4.2,#,5.8,#,3.0,#,30.0,18.0,24.0,#,11.0,#,170.0,#,7900.0,11.0,24.0,#,1400.0,,,,,,,,,1750201,0.0,24.0,<,0.005,<,0.005,0.0,1.0,N,0.1,N,0.1,0.0,24.0,<,0.05,<,0.05,0.0,1.0,<,0.02,<,0.02,0.0,24.0,<,0.02,<,0.02,0.0,24.0,<,0.0005,<,0.0005,24.0,0.0,1.0,N,0.0005,N,0.0005,0.0,1.0,N,0.0005,N,0.0005,0.0,1.0,N,0.1,N,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749,1984,1720040,17,502,51,0.0,#,6.9,#,9.6,4.0,12.0,#,8.3,#,11.0,0.0,12.0,#,9.9,,,,,,,,,,,,,,,,,,,#,1.9,#,15.0,8.0,12.0,#,1.9,#,15.0,8.0,12.0,#,5.5,#,5.7,#,6.0,#,5.0,#,17.0,10.0,12.0,#,11.0,#,700.0,#,17000.0,9.0,12.0,#,5400.0,,,,,,,,,1750251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750,1984,1720050,17,502,52,0.0,#,6.9,#,9.7,4.0,12.0,#,8.3,#,11.0,0.0,12.0,#,10.0,,,,,,,,,,,,,,,,,,,#,1.7,#,15.0,9.0,12.0,#,1.7,#,15.0,9.0,12.0,#,5.6,#,5.5,#,6.3,#,5.0,#,20.0,11.0,12.0,#,11.0,#,79.0,#,79000.0,7.0,12.0,#,7700.0,,,,,,,,,1750252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751,1984,1720080,17,503,51,0.0,#,7.0,#,9.1,5.0,12.0,#,8.4,#,13.0,0.0,12.0,#,11.0,,,,,,,,,,,,,,,,,,,#,3.4,#,7.7,8.0,12.0,#,3.4,#,7.7,8.0,12.0,#,5.6,#,5.9,#,7.1,#,3.0,#,36.0,3.0,12.0,#,12.0,#,460.0,#,7000.0,,12.0,#,2900.0,,,,,,,,,1750351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752,1984,1720090,17,504,1,0.0,#,6.9,#,9.1,4.0,12.0,#,7.9,#,12.0,0.0,12.0,#,10.0,,,,,,,,,,,,,,,,,,,#,2.6,#,8.2,7.0,12.0,#,2.6,#,8.2,7.0,12.0,#,5.9,#,6.2,#,7.6,#,4.0,#,31.0,9.0,12.0,#,18.0,#,49.0,#,4900.0,,12.0,#,1300.0,,,,,,,,,1750401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753,1984,1720100,17,504,51,0.0,#,6.6,#,8.5,0.0,12.0,#,6.2,#,12.0,0.0,12.0,#,10.0,,,,,,,,,,,,,,,,,,,#,2.8,#,8.6,8.0,12.0,#,2.8,#,8.6,8.0,12.0,#,5.9,#,6.2,#,7.2,#,3.0,#,41.0,6.0,12.0,#,18.0,#,330.0,#,17000.0,,12.0,#,2700.0,,,,,,,,,1750451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754,1984,1720110,17,504,52,0.0,#,7.0,#,9.0,2.0,12.0,#,8.9,#,12.0,0.0,12.0,#,10.0,,,,,,,,,,,,,,,,,,,#,2.4,#,8.4,7.0,12.0,#,2.4,#,8.4,7.0,12.0,#,5.6,#,6.3,#,7.5,#,3.0,#,40.0,5.0,12.0,#,15.0,#,49.0,#,24000.0,,12.0,#,4000.0,,,,,,,,,1750452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2755,1984,1730010,17,601,1,0.0,#,7.3,#,8.3,0.0,12.0,#,6.8,#,11.0,0.0,12.0,#,9.1,,,,,,,,,,,,,,,,,,,#,2.6,#,4.7,0.0,12.0,#,2.6,#,4.7,0.0,12.0,#,3.6,#,3.6,#,3.9,,,,,,,,,#,700.0,#,49000.0,,12.0,#,13000.0,,,,,,,,,1760101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756,1984,1730020,17,601,51,0.0,#,7.3,#,8.3,0.0,12.0,#,7.5,#,11.0,0.0,12.0,#,9.1,,,,,,,,,,,,,,,,,,,#,2.5,#,5.4,0.0,12.0,#,2.5,#,5.4,0.0,12.0,#,3.8,#,3.7,#,4.0,,,,,,,,,#,230.0,#,110000.0,,12.0,#,24000.0,,,,,,,,,1760151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2757,1984,1730030,17,602,1,0.0,#,8.2,#,8.4,1.0,6.0,#,6.4,#,9.9,2.0,6.0,#,8.0,,,,,,,,,,,,,,,,,,,#,1.1,#,2.8,2.0,6.0,#,1.1,#,2.8,2.0,6.0,#,1.9,#,1.7,#,2.6,,,,,,,,,#,1.8,#,130.0,0.0,6.0,#,32.0,,,,,,,,,1760201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758,1984,1730070,17,603,1,0.0,#,8.2,#,8.5,1.0,6.0,#,6.5,#,10.0,2.0,6.0,#,8.2,,,,,,,,,,,,,,,,,,,#,1.4,#,3.0,3.0,6.0,#,1.4,#,3.0,3.0,6.0,#,2.2,#,2.2,#,2.9,,,,,,,,,#,1.8,#,79.0,0.0,6.0,#,17.0,,,,,,,,,1760301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759,1984,1730110,17,604,1,0.0,#,8.2,#,8.4,1.0,6.0,#,6.6,#,10.0,2.0,6.0,#,8.3,,,,,,,,,,,,,,,,,,,#,1.5,#,3.3,4.0,6.0,#,1.5,#,3.3,4.0,6.0,#,2.4,#,2.6,#,3.0,,,,,,,,,#,1.8,#,7900.0,1.0,6.0,#,1400.0,,,,,,,,,1760401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2760,1984,1730140,17,605,1,0.0,#,8.2,#,8.4,1.0,6.0,#,6.5,#,10.0,0.0,6.0,#,8.2,,,,,,,,,,,,,,,,,,,#,1.8,#,5.1,3.0,6.0,#,1.8,#,5.1,3.0,6.0,#,3.3,#,3.1,#,3.8,,,,,,,,,#,1700.0,#,54000.0,,6.0,#,17000.0,,,,,,,,,1760501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761,1984,1730150,17,605,2,0.0,#,8.1,#,8.4,1.0,6.0,#,5.8,#,10.0,0.0,6.0,#,7.9,,,,,,,,,,,,,,,,,,,#,1.7,#,3.5,3.0,6.0,#,1.7,#,3.5,3.0,6.0,#,2.8,#,2.9,#,3.5,,,,,,,,,#,490.0,#,23000.0,,6.0,#,6800.0,,,,,,,,,1760502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2762,1984,1730160,17,605,3,0.0,#,8.1,#,8.3,0.0,6.0,#,6.5,#,10.0,0.0,6.0,#,8.1,,,,,,,,,,,,,,,,,,,#,1.6,#,4.0,3.0,6.0,#,1.6,#,4.0,3.0,6.0,#,2.8,#,2.7,#,3.7,,,,,,,,,#,2.0,#,920.0,,6.0,#,370.0,,,,,,,,,1760503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2763,1984,1730180,17,606,1,0.0,#,8.2,#,8.4,3.0,6.0,#,7.0,#,9.6,3.0,6.0,#,8.0,,,,,,,,,,,,,,,,,,,#,1.2,#,2.1,1.0,6.0,#,1.2,#,2.1,1.0,6.0,#,1.6,#,1.5,#,1.7,,,,,,,,,#,330.0,#,4900.0,2.0,6.0,#,1700.0,,,,,,,,,1760601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2764,1984,1730190,17,606,2,0.0,#,8.0,#,8.4,1.0,6.0,#,7.1,#,9.6,2.0,6.0,#,8.1,,,,,,,,,,,,,,,,,,,#,0.9,#,3.0,1.0,6.0,#,0.9,#,3.0,1.0,6.0,#,1.6,#,1.4,#,1.5,,,,,,,,,#,240.0,#,4900.0,3.0,6.0,#,2200.0,,,,,,,,,1760602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2765,1984,1730200,17,606,3,0.0,#,8.0,#,8.4,2.0,6.0,#,7.0,#,11.0,2.0,6.0,#,8.4,,,,,,,,,,,,,,,,,,,#,0.9,#,1.8,0.0,6.0,#,0.9,#,1.8,0.0,6.0,#,1.3,#,1.2,#,1.7,,,,,,,,,#,34.0,#,4900.0,1.0,6.0,#,1100.0,,,,,,,,,1760603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766,1984,1730210,17,606,4,0.0,#,8.0,#,8.4,2.0,6.0,#,7.0,#,9.6,3.0,6.0,#,7.9,,,,,,,,,,,,,,,,,,,#,0.7,#,2.1,1.0,6.0,#,0.7,#,2.1,1.0,6.0,#,1.3,#,1.2,#,1.4,,,,,,,,,#,130.0,#,3300.0,1.0,6.0,#,730.0,,,,,,,,,1760604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2767,1984,1730220,17,606,5,0.0,#,7.9,#,8.6,1.0,6.0,#,6.8,#,10.0,1.0,6.0,#,8.0,,,,,,,,,,,,,,,,,,,#,1.0,#,2.3,2.0,6.0,#,1.0,#,2.3,2.0,6.0,#,1.7,#,1.5,#,2.2,,,,,,,,,#,2400.0,#,92000.0,6.0,6.0,#,28000.0,,,,,,,,,1760605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768,1984,1730230,17,606,6,0.0,#,8.2,#,8.4,3.0,6.0,#,6.9,#,9.6,3.0,6.0,#,7.9,,,,,,,,,,,,,,,,,,,#,1.0,#,1.6,0.0,6.0,#,1.0,#,1.6,0.0,6.0,#,1.3,#,1.2,#,1.5,,,,,,,,,#,3.8,#,490.0,0.0,6.0,#,110.0,,,,,,,,,1760606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769,1984,1730240,17,606,7,0.0,#,8.2,#,8.4,3.0,6.0,#,6.6,#,9.5,3.0,6.0,#,7.7,,,,,,,,,,,,,,,,,,,#,1.0,#,2.5,1.0,6.0,#,1.0,#,2.5,1.0,6.0,#,1.7,#,1.7,#,1.9,,,,,,,,,#,1.8,#,1300.0,1.0,6.0,#,540.0,,,,,,,,,1760607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2770,1984,1730250,17,606,8,0.0,#,8.1,#,8.4,2.0,6.0,#,6.5,#,9.5,3.0,6.0,#,7.6,,,,,,,,,,,,,,,,,,,#,0.6,#,2.3,1.0,6.0,#,0.6,#,2.3,1.0,6.0,#,1.4,#,1.4,#,1.6,,,,,,,,,#,1.8,#,330.0,0.0,6.0,#,67.0,,,,,,,,,1760608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771,1984,1730260,17,606,9,0.0,#,7.8,#,8.4,2.0,6.0,#,5.4,#,9.6,4.0,6.0,#,7.3,,,,,,,,,,,,,,,,,,,#,0.7,#,4.2,2.0,6.0,#,0.7,#,4.2,2.0,6.0,#,2.1,#,1.9,#,2.8,,,,,,,,,#,1.8,#,54000.0,5.0,6.0,#,11000.0,,,,,,,,,1760609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772,1984,1730270,17,606,51,0.0,#,8.2,#,8.5,4.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#,1.0,#,2.2,2.0,8.0,#,1.1,#,2.2,1.0,4.0,#,1.6,#,1.5,#,1.5,,,,,,,,,,,,,,,,,,,,,,,,,1760651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2773,1984,1730280,17,606,52,0.0,#,8.3,#,8.5,4.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#,0.8,#,2.0,0.0,8.0,#,0.9,#,2.0,0.0,4.0,#,1.4,#,1.3,#,1.4,,,,,,,,,,,,,,,,,,,,,,,,,1760652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774,1984,1730290,17,607,1,0.0,#,8.3,#,8.4,4.0,6.0,#,7.0,#,9.5,2.0,6.0,#,8.0,,,,,,,,,,,,,,,,,,,#,1.0,#,1.7,0.0,6.0,#,1.0,#,1.7,0.0,6.0,#,1.5,#,1.6,#,1.6,,,,,,,,,#,1.8,#,330.0,0.0,6.0,#,58.0,,,,,,,,,1760701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775,1984,1730300,17,607,2,0.0,#,8.2,#,8.5,4.0,6.0,#,7.1,#,9.5,3.0,6.0,#,8.2,,,,,,,,,,,,,,,,,,,#,1.0,#,2.1,2.0,6.0,#,1.0,#,2.1,2.0,6.0,#,1.6,#,1.7,#,2.1,,,,,,,,,#,1.8,#,490.0,0.0,6.0,#,160.0,,,,,,,,,1760702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
