,西暦年度,絶対番号,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,調査区分,C_pH_最小値,pH_最小値,C_pH_最大値,pH_最大値,m_pH,n_pH,C_DO_最小値,DO_最小値,C_DO_最大値,DO_最大値,m_DO,n_DO,C_DO_日間平均値_平均値,DO_日間平均値_平均値,C_BOD_最小値,BOD_最小値,C_BOD_最大値,BOD_最大値,m_BOD,n_BOD,C_BOD_日間平均値_最小値,BOD_日間平均値_最小値,C_BOD_日間平均値_最大値,BOD_日間平均値_最大値,x_BOD,y_BOD,C_BOD_日間平均値_平均値,BOD_日間平均値_平均値,C_BOD_日間平均値_中央値,BOD_日間平均値_中央値,C_BOD_日間平均値_75%値,BOD_日間平均値_75%値,C_COD_最小値,COD_最小値,C_COD_最大値,COD_最大値,m_COD,n_COD,C_COD_日間平均値_最小値,COD_日間平均値_最小値,C_COD_日間平均値_最大値,COD_日間平均値_最大値,x_COD,y_COD,C_COD_日間平均値_平均値,COD_日間平均値_平均値,C_COD_日間平均値_中央値,COD_日間平均値_中央値,C_COD_日間平均値_75%値,COD_日間平均値_75%値,C_SS_最小値,SS_最小値,C_SS_最大値,SS_最大値,m_SS,n_SS,C_SS_日間平均値_平均値,SS_日間平均値_平均値,C_大腸菌群数_最小値,大腸菌群数_最小値,C_大腸菌群数_最大値,大腸菌群数_最大値,m_大腸菌群数,n_大腸菌群数,C_大腸菌群数_日間平均値_平均値,大腸菌群数_日間平均値_平均値,C_n-ヘキサン抽出物質（油分等）_最小値,n-ヘキサン抽出物質（油分等)_最小値,C_n-ヘキサン抽出物質(油分等)_最大値,n-ヘキサン抽出物質(油分等)_最大値,m_n-ヘキサン抽出物質(油分等),n_n-ヘキサン抽出物質(油分等),C_n-ヘキサン抽出物質(油分等)_日間平均値_平均値,n-ヘキサン抽出物質(油分等)_日間平均値_平均値,地点統一番号
10,1973,210231,,,,0,,,,,,,,,,,,,,,#,0.6,#,4.9,2.0,4.0,#,0.6,#,4.9,2.0,4.0,#,2.3,#,1.9,#,2.5,#,1.8,#,3.0,,4.0,#,1.8,#,3.0,,4.0,#,2.6,#,2.7,#,2.8,,,,,,,,,,,,,,,,,,,,,,,,,
11,1973,210251,,,,0,,,,,,,,,,,,,,,#,0.6,#,8.1,35.0,48.0,#,1.7,#,5.0,10.0,12.0,#,3.0,#,3.0,#,3.3,#,1.0,#,5.2,,48.0,#,1.2,#,4.4,,12.0,#,2.8,#,2.8,#,2.9,,,,,,,,,,,,,,,,,,,,,,,,,
12,1973,210261,,,,0,,,,,,,,,,,,,,,<,0.5,#,5.1,31.0,48.0,#,1.7,#,3.6,7.0,12.0,#,2.4,#,2.3,#,2.7,#,1.2,#,5.8,,48.0,#,1.5,#,4.0,,12.0,#,2.8,#,2.7,#,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
13,1973,210271,,,,0,,,,,,,,,,,,,,,#,0.8,#,5.3,12.0,48.0,#,1.6,#,3.7,1.0,12.0,#,2.5,#,2.5,#,2.8,#,1.1,#,5.8,,48.0,#,1.5,#,4.0,,12.0,#,2.7,#,2.5,#,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
14,1973,210281,,,,0,,,,,,,,,,,,,,,<,0.5,#,4.1,1.0,5.0,<,0.5,#,4.1,1.0,5.0,#,2.2,#,1.9,#,2.8,#,2.2,#,4.0,,5.0,#,2.2,#,4.0,,5.0,#,2.9,#,3.0,#,3.1,,,,,,,,,,,,,,,,,,,,,,,,,
15,1973,210301,,,,0,,,,,,,,,,,,,,,#,0.7,#,4.0,1.0,4.0,#,0.7,#,4.0,1.0,4.0,#,2.0,#,1.6,#,1.9,#,1.8,#,3.7,,4.0,#,1.8,#,3.7,,4.0,#,2.6,#,2.5,#,2.8,,,,,,,,,,,,,,,,,,,,,,,,,
16,1973,210311,,,,0,,,,,,,,,,,,,,,#,1.3,#,7.1,2.0,4.0,#,1.3,#,7.1,2.0,4.0,#,3.5,#,2.8,#,4.3,#,2.3,#,4.8,,4.0,#,2.3,#,4.8,,4.0,#,3.3,#,3.1,#,3.6,,,,,,,,,,,,,,,,,,,,,,,,,
17,1973,210321,,,,0,,,,,,,,,,,,,,,<,0.5,#,16.0,28.0,48.0,#,1.2,#,8.9,8.0,12.0,#,3.1,#,2.3,#,3.7,#,1.4,#,8.2,,48.0,#,1.5,#,6.7,,12.0,#,3.5,#,2.9,#,4.2,,,,,,,,,,,,,,,,,,,,,,,,,
18,1973,210331,,,,0,,,,,,,,,,,,,,,<,0.5,#,19.0,18.0,48.0,#,0.8,#,12.0,4.0,12.0,#,3.6,#,2.6,#,3.1,#,1.4,#,10.0,,48.0,#,1.6,#,6.3,,12.0,#,3.7,#,2.8,#,4.9,,,,,,,,,,,,,,,,,,,,,,,,,
19,1973,210341,,,,0,,,,,,,,,,,,,,,<,0.5,#,14.0,32.0,48.0,#,1.0,#,9.0,8.0,12.0,#,5.1,#,4.9,#,6.0,#,1.8,#,9.2,,48.0,#,2.5,#,7.8,,12.0,#,4.2,#,3.6,#,5.2,,,,,,,,,,,,,,,,,,,,,,,,,
20,1973,210351,,,,0,,,,,,,,,,,,,,,<,0.5,#,21.0,45.0,48.0,#,4.3,#,12.0,12.0,12.0,#,7.9,#,8.2,#,9.0,#,2.4,#,10.0,,48.0,#,2.8,#,8.9,,12.0,#,4.9,#,4.5,#,5.3,,,,,,,,,,,,,,,,,,,,,,,,,
21,1973,210361,,,,0,,,,,,,,,,,,,,,#,1.1,#,5.4,1.0,2.0,#,1.1,#,5.4,1.0,2.0,#,3.3,#,3.3,#,5.4,<,0.5,<,0.5,,2.0,<,0.5,<,0.5,,2.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
22,1973,210371,,,,0,,,,,,,,,,,,,,,#,1.0,#,2.1,1.0,2.0,#,1.0,#,2.1,1.0,2.0,#,1.6,#,1.6,#,2.1,<,0.5,<,0.5,,2.0,<,0.5,<,0.5,,2.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
23,1973,210381,,,,0,,,,,,,,,,,,,,,#,1.3,#,2.3,1.0,2.0,#,1.3,#,2.3,1.0,2.0,#,1.8,#,1.8,#,2.3,<,0.5,<,0.5,,2.0,<,0.5,<,0.5,,2.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
24,1973,210391,,,,0,,,,,,,,,,,,,,,#,1.0,#,2.4,1.0,2.0,#,1.0,#,2.4,1.0,2.0,#,1.7,#,1.7,#,2.4,<,0.5,<,0.5,,2.0,<,0.5,<,0.5,,2.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
25,1973,210401,,,,0,,,,,,,,,,,,,,,#,1.0,#,2.1,1.0,2.0,#,1.0,#,2.1,1.0,2.0,#,1.6,#,1.6,#,2.1,<,0.5,<,0.5,,2.0,<,0.5,<,0.5,,2.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
26,1973,210411,,,,0,,,,,,,,,,,,,,,#,1.0,#,3.3,2.0,4.0,#,1.0,#,3.3,2.0,4.0,#,1.9,#,1.6,#,2.2,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
27,1973,210421,,,,0,,,,,,,,,,,,,,,#,2.6,#,19.0,3.0,4.0,#,2.6,#,19.0,3.0,4.0,#,8.2,#,5.7,#,7.7,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
28,1973,210431,,,,0,,,,,,,,,,,,,,,#,1.6,#,5.0,5.0,12.0,#,1.6,#,5.0,5.0,12.0,#,3.0,#,2.9,#,3.6,<,0.5,<,0.5,,12.0,<,0.5,<,0.5,,12.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
29,1973,210441,,,,0,,,,,,,,,,,,,,,#,2.0,#,5.3,1.0,4.0,#,2.0,#,5.3,1.0,4.0,#,2.9,#,2.1,#,2.1,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
30,1973,210451,,,,0,,,,,,,,,,,,,,,#,1.7,#,2.5,3.0,3.0,#,1.7,#,2.5,3.0,3.0,#,2.2,#,2.3,#,2.5,<,0.5,<,0.5,,3.0,<,0.5,<,0.5,,3.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
31,1973,210471,,,,0,,,,,,,,,,,,,,,#,1.0,#,1.9,0.0,3.0,#,1.0,#,1.9,0.0,3.0,#,1.3,#,1.0,#,1.9,<,0.5,<,0.5,,3.0,<,0.5,<,0.5,,3.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
32,1973,210481,,,,0,,,,,,,,,,,,,,,#,1.0,#,1.7,0.0,3.0,#,1.0,#,1.7,0.0,3.0,#,1.2,#,1.0,#,1.7,<,0.5,<,0.5,,3.0,<,0.5,<,0.5,,3.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
33,1973,210491,,,,0,,,,,,,,,,,,,,,#,1.3,#,2.6,0.0,4.0,#,1.3,#,2.6,0.0,4.0,#,2.0,#,2.0,#,2.6,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
34,1973,210501,,,,0,,,,,,,,,,,,,,,#,1.1,#,3.7,1.0,4.0,#,1.1,#,3.7,1.0,4.0,#,2.4,#,2.4,#,2.5,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
35,1973,210511,,,,0,,,,,,,,,,,,,,,#,5.7,#,7.3,4.0,4.0,#,5.7,#,7.3,4.0,4.0,#,6.5,#,6.5,#,6.9,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
36,1973,210531,,,,0,,,,,,,,,,,,,,,#,1.0,#,1.6,0.0,4.0,#,1.0,#,1.6,0.0,4.0,#,1.3,#,1.2,#,1.4,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
37,1973,210541,,,,0,,,,,,,,,,,,,,,#,1.0,#,3.1,2.0,4.0,#,1.0,#,3.1,2.0,4.0,#,2.0,#,2.0,#,2.7,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
38,1973,210551,,,,0,,,,,,,,,,,,,,,#,1.0,#,3.5,1.0,4.0,#,1.0,#,3.5,1.0,4.0,#,1.7,#,1.2,#,1.2,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
39,1973,210561,,,,0,,,,,,,,,,,,,,,#,1.1,#,2.5,0.0,4.0,#,1.1,#,2.5,0.0,4.0,#,1.8,#,1.7,#,1.8,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
40,1973,210571,,,,0,,,,,,,,,,,,,,,#,1.0,#,2.1,1.0,4.0,#,1.0,#,2.1,1.0,4.0,#,1.5,#,1.5,#,1.6,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
41,1973,210621,,,,0,,,,,,,,,,,,,,,#,1.0,#,3.5,1.0,3.0,#,1.0,#,3.5,1.0,3.0,#,1.8,#,1.0,#,3.5,<,0.5,<,0.5,,3.0,<,0.5,<,0.5,,3.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
42,1973,210631,,,,0,,,,,,,,,,,,,,,#,1.3,#,2.8,3.0,4.0,#,1.3,#,2.8,3.0,4.0,#,2.2,#,2.4,#,2.6,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
43,1973,210641,,,,0,,,,,,,,,,,,,,,#,1.8,#,3.2,3.0,4.0,#,1.8,#,3.2,3.0,4.0,#,2.5,#,2.4,#,2.5,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
44,1973,210651,,,,0,,,,,,,,,,,,,,,#,2.1,#,4.7,4.0,4.0,#,2.1,#,4.7,4.0,4.0,#,3.2,#,2.9,#,2.9,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
45,1973,210661,,,,0,,,,,,,,,,,,,,,#,1.0,#,8.6,3.0,4.0,#,1.0,#,8.6,3.0,4.0,#,3.6,#,2.4,#,2.7,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
46,1973,210681,,,,0,,,,,,,,,,,,,,,#,2.0,#,5.3,3.0,4.0,#,2.0,#,5.3,3.0,4.0,#,3.6,#,3.6,#,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
47,1973,210691,,,,0,,,,,,,,,,,,,,,#,3.6,#,6.2,4.0,4.0,#,3.6,#,6.2,4.0,4.0,#,4.7,#,4.4,#,5.1,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
48,1973,210701,,,,0,,,,,,,,,,,,,,,#,2.4,#,4.3,4.0,4.0,#,2.4,#,4.3,4.0,4.0,#,3.5,#,3.6,#,3.7,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
49,1973,210711,,,,0,,,,,,,,,,,,,,,#,1.2,#,3.1,1.0,4.0,#,1.2,#,3.1,1.0,4.0,#,2.4,#,2.6,#,2.8,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
50,1973,210721,,,,0,,,,,,,,,,,,,,,#,1.0,#,11.0,44.0,48.0,#,1.9,#,7.5,11.0,12.0,#,3.9,#,3.4,#,4.4,<,0.5,<,0.5,,48.0,<,0.5,<,0.5,,12.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
51,1973,210731,,,,0,,,,,,,,,,,,,,,#,1.6,#,8.3,46.0,48.0,#,2.9,#,6.7,12.0,12.0,#,4.2,#,4.0,#,4.3,<,0.5,<,0.5,,48.0,<,0.5,<,0.5,,12.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
52,1973,210741,,,,0,,,,,,,,,,,,,,,<,0.5,#,7.9,33.0,48.0,#,2.1,#,5.2,10.0,12.0,#,3.6,#,3.5,#,4.0,<,0.5,<,0.5,,48.0,<,0.5,<,0.5,,12.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
53,1973,210751,,,,0,,,,,,,,,,,,,,,#,1.0,#,2.5,1.0,3.0,#,1.0,#,2.5,1.0,3.0,#,1.7,#,1.5,#,2.5,<,0.5,<,0.5,,3.0,<,0.5,<,0.5,,3.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
54,1973,210821,,,,0,,,,,,,,,,,,,,,#,1.3,#,3.6,2.0,4.0,#,1.3,#,3.6,2.0,4.0,#,2.3,#,2.1,#,2.2,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
55,1973,210831,,,,0,,,,,,,,,,,,,,,#,1.5,#,2.9,2.0,4.0,#,1.5,#,2.9,2.0,4.0,#,2.2,#,2.2,#,2.8,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
56,1973,210841,,,,0,,,,,,,,,,,,,,,#,2.5,#,5.4,4.0,4.0,#,2.5,#,5.4,4.0,4.0,#,3.5,#,3.0,#,3.2,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
57,1973,210861,,,,0,,,,,,,,,,,,,,,#,1.6,#,7.7,3.0,4.0,#,1.6,#,7.7,3.0,4.0,#,4.4,#,4.2,#,5.2,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
58,1973,210871,,,,0,,,,,,,,,,,,,,,#,1.0,#,6.3,11.0,12.0,#,1.0,#,6.3,11.0,12.0,#,4.4,#,4.7,#,5.7,<,0.5,<,0.5,,12.0,<,0.5,<,0.5,,12.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
59,1973,210891,,,,0,,,,,,,,,,,,,,,#,1.0,#,3.7,1.0,3.0,#,1.0,#,3.7,1.0,3.0,#,2.0,#,1.3,#,3.7,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
60,1973,210901,,,,0,,,,,,,,,,,,,,,#,1.1,#,4.0,2.0,4.0,#,1.1,#,4.0,2.0,4.0,#,2.4,#,2.3,#,2.5,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
61,1973,210921,,,,0,,,,,,,,,,,,,,,#,1.0,#,4.2,3.0,4.0,#,1.0,#,4.2,3.0,4.0,#,2.9,#,3.2,#,3.7,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
62,1973,210931,,,,0,,,,,,,,,,,,,,,#,1.0,#,2.7,2.0,4.0,#,1.0,#,2.7,2.0,4.0,#,2.0,#,2.2,#,2.6,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
63,1973,210941,,,,0,,,,,,,,,,,,,,,#,1.5,#,4.5,3.0,4.0,#,1.5,#,4.5,3.0,4.0,#,3.4,#,3.8,#,4.2,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
64,1973,210951,,,,0,,,,,,,,,,,,,,,#,1.4,#,5.6,11.0,12.0,#,1.4,#,5.6,11.0,12.0,#,3.2,#,2.9,#,3.4,<,0.5,<,0.5,,12.0,<,0.5,<,0.5,,12.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
65,1973,210961,,,,0,,,,,,,,,,,,,,,#,3.6,#,7.3,4.0,4.0,#,3.6,#,7.3,4.0,4.0,#,5.4,#,5.4,#,6.9,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
66,1973,210971,,,,0,,,,,,,,,,,,,,,#,2.3,#,3.1,3.0,3.0,#,2.3,#,3.1,3.0,3.0,#,2.7,#,2.7,#,3.1,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
67,1973,210991,,,,0,,,,,,,,,,,,,,,#,3.4,#,4.4,3.0,3.0,#,3.4,#,4.4,3.0,3.0,#,3.8,#,3.6,#,4.4,<,0.5,<,0.5,,3.0,<,0.5,<,0.5,,3.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
68,1973,211001,,,,0,,,,,,,,,,,,,,,#,2.0,#,3.0,2.0,3.0,#,2.0,#,3.0,2.0,3.0,#,2.4,#,2.2,#,3.0,<,0.5,<,0.5,,3.0,<,0.5,<,0.5,,3.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
69,1973,211011,,,,0,,,,,,,,,,,,,,,#,1.0,#,3.4,3.0,4.0,#,1.0,#,3.4,3.0,4.0,#,2.5,#,2.8,#,2.8,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
70,1973,211021,,,,0,,,,,,,,,,,,,,,#,1.7,#,3.3,1.0,4.0,#,1.7,#,3.3,1.0,4.0,#,2.5,#,2.4,#,3.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
71,1973,211031,,,,0,,,,,,,,,,,,,,,#,1.7,#,3.5,2.0,4.0,#,1.7,#,3.5,2.0,4.0,#,2.6,#,2.6,#,3.3,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
72,1973,211041,,,,0,,,,,,,,,,,,,,,#,1.0,#,4.0,2.0,4.0,#,1.0,#,4.0,2.0,4.0,#,2.3,#,2.0,#,2.2,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
73,1973,211051,,,,0,,,,,,,,,,,,,,,#,0.7,#,3.1,3.0,4.0,#,0.7,#,3.1,3.0,4.0,#,2.1,#,2.2,#,2.3,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,,4.0,<,0.5,<,0.5,<,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
