,レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,採取_年,採取_月日,採取_時分,調査区分コード,採取位置コード,採取水深(m),天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度_C,透明度(m),地点統一番号,カドミウム_C,カドミウム(mg/l),全シアン_C,全シアン(mg/l),鉛_C,鉛(mg/l),六価クロム_C,六価クロム(mg/l),砒素_C,砒素(mg/l),総水銀_C,総水銀(mg/l),アルキル水銀_C,アルキル水銀(mg/l),PCB_C,PCB(mg/l),有機リン_C,有機リン(mg/l),ジクロロメタン_C,ジクロロメタン(mg/l),四塩化炭素_C,四塩化炭素(mg/l),1，2-ジクロロエタン_C,1，2-ジクロロエタン(mg/l),1，1-ジクロロエチレン_C,1，1-ジクロロエチレン(mg/l),シス-1，2-ジクロロエチレン_C,シス-1，2-ジクロロエチレン(mg/l),1，1，1-トリクロロエタン_C,1，1，1-トリクロロエタン(mg/l),1，1，2-トリクロロエタン_C,1，1，2-トリクロロエタン(mg/l),トリクロロエチレン_C,トリクロロエチレン(mg/l),テトラクロロエチレン_C,テトラクロロエチレン(mg/l),1，3-ジクロロプロペン_C,1，3-ジクロロプロペン(mg/l),チウラム_C,チウラム(mg/l),シマンジン_C,シマンジン(mg/l),チオベンカルプ_C,チオベンカルプ(mg/l),ベンゼン_C,ベンゼン(mg/l),セレン_C,セレン(mg/l),亜硝酸性窒素_C,亜硝酸性窒素(mg/l),硝酸性窒素及び亜硝酸性窒素_C,硝酸性窒素及び亜硝酸性窒素(mg/l),ふっ素_C,ふっ素(mg/l),ほう素_C,ほう素(mg/l),pH_C,pH,DO_C,DO(mg/l),BOD_C,BOD(mg/l),COD_C,COD(mg/l),SS_C,SS(mg/l),大腸菌群数_C,大腸菌群数(MPN/100ml),n-ヘキサン抽出物質_C,n-ヘキサン抽出物質(mg/l)
10,1210010011,1982,1210010,12,1,1,1982,706,1400.0,2,1,0.2,4.0,,,,27.2,24.8,33.06,1.4,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,8.5,#,2.8,#,3.7,#,14.0,,,,
11,1210010012,1982,1210010,12,1,1,1982,706,1740.0,2,1,0.2,4.0,,,,23.0,24.5,36.83,1.45,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,8.8,#,2.6,#,3.9,#,12.0,,,,
12,1210010013,1982,1210010,12,1,1,1982,817,1000.0,2,1,0.4,4.0,,,,27.6,23.7,121.5,2.0,,,1200101,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,8.2,#,1.3,#,3.0,#,35.0,#,7900.0,,
13,1210010014,1982,1210010,12,1,1,1982,817,1400.0,2,1,0.4,9.0,,,,26.0,24.0,129.44,2.09,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,8.1,#,1.2,#,3.3,#,37.0,,,,
14,1210010015,1982,1210010,12,1,1,1982,817,1800.0,2,1,0.4,9.0,,,,24.0,23.7,131.66,2.31,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,8.2,#,0.9,#,3.4,#,41.0,,,,
15,1210010016,1982,1210010,12,1,1,1982,907,830.0,2,1,0.4,4.0,,,,22.0,21.5,132.22,2.3,,,1200101,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,8.1,#,1.2,#,3.5,#,17.0,#,130000.0,,
16,1210010017,1982,1210010,12,1,1,1982,907,1330.0,2,1,0.4,4.0,,,,27.0,22.5,107.1,2.1,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,8.3,#,1.3,#,3.2,#,14.0,,,,
17,1210010018,1982,1210010,12,1,1,1982,907,1730.0,2,1,0.4,4.0,,,,25.0,25.0,104.47,2.1,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,8.3,#,1.8,#,3.4,#,14.0,,,,
18,1210010019,1982,1210010,12,1,1,1982,1012,840.0,2,1,0.5,2.0,,,,21.0,16.8,163.24,2.5,,,1200101,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,9.0,#,1.3,#,3.0,#,23.0,#,79000.0,,
19,1210010020,1982,1210010,12,1,1,1982,1012,1400.0,2,1,0.5,2.0,,,,26.6,18.0,163.24,2.5,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,9.0,#,1.4,#,4.6,#,34.0,,,,
20,1210010021,1982,1210010,12,1,1,1982,1012,1730.0,2,1,0.5,2.0,,,,21.1,17.0,173.18,2.56,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,8.8,#,0.9,#,4.3,#,34.0,,,,
21,1210010022,1982,1210010,12,1,1,1982,1109,845.0,2,1,0.3,4.0,,,,16.0,15.0,79.99,1.9,,,1200101,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,8.7,#,1.6,#,3.7,#,14.0,#,24000.0,,
22,1210010023,1982,1210010,12,1,1,1982,1109,1340.0,2,1,0.4,4.0,,,,15.0,14.5,96.78,2.05,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,8.9,#,1.8,#,3.5,#,16.0,,,,
23,1210010024,1982,1210010,12,1,1,1982,1109,1730.0,2,1,0.3,4.0,,,,15.0,15.0,79.99,1.9,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,8.8,#,1.7,#,3.8,#,17.0,,,,
24,1210010025,1982,1210010,12,1,1,1982,1207,1000.0,2,1,0.2,4.0,,,,4.0,7.0,56.82,1.4,,,1200101,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,10.0,#,2.4,#,4.1,#,35.0,#,24000.0,,
25,1210010026,1982,1210010,12,1,1,1982,1207,1200.0,2,1,0.2,4.0,,,,6.2,7.7,60.74,1.45,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,10.0,#,3.3,#,6.8,#,70.0,,,,
26,1210010027,1982,1210010,12,1,1,1982,1207,1400.0,2,1,0.3,2.0,,,,8.5,8.3,65.82,1.5,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,10.0,#,3.7,#,8.5,#,95.0,,,,
27,1210010028,1982,1210010,12,1,1,1983,105,830.0,2,1,0.3,4.0,,,,2.0,3.5,44.99,1.55,,,1200101,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,11.0,#,1.5,#,2.6,#,5.0,#,7900.0,,
28,1210010029,1982,1210010,12,1,1,1983,105,1330.0,2,1,0.3,4.0,,,,8.0,5.3,48.49,1.59,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,12.0,#,1.7,#,3.4,#,8.0,,,,
29,1210010030,1982,1210010,12,1,1,1983,105,1710.0,2,1,0.3,2.0,,,,5.5,5.0,43.3,1.52,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,11.0,#,1.5,#,3.2,#,5.0,,,,
30,1210010031,1982,1210010,12,1,1,1983,201,830.0,2,1,0.3,4.0,,,,4.0,6.0,43.3,1.5,,,1200101,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,10.0,#,2.9,#,4.0,#,12.0,#,4900.0,,
31,1210010032,1982,1210010,12,1,1,1983,201,1400.0,2,1,0.3,4.0,,,,10.0,7.0,40.81,1.5,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,11.0,#,2.8,#,3.9,#,8.0,,,,
32,1210010033,1982,1210010,12,1,1,1983,201,1740.0,2,1,0.3,4.0,,,,8.0,6.0,40.81,1.5,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,10.0,#,2.7,#,4.2,#,9.0,,,,
33,1210010034,1982,1210010,12,1,1,1983,303,830.0,2,1,0.3,2.0,,,,5.0,7.5,51.19,1.6,,,1200101,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,9.0,#,2.9,#,5.5,#,7.0,#,17000.0,,
34,1210010035,1982,1210010,12,1,1,1983,303,1400.0,2,1,0.2,2.0,,,,16.0,10.5,39.19,1.4,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,9.8,#,3.2,#,6.2,#,12.0,,,,
35,1210010036,1982,1210010,12,1,1,1983,303,1730.0,2,1,0.2,2.0,,,,11.0,10.5,37.61,1.4,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,9.6,#,3.2,#,6.1,#,11.0,,,,
36,1210020001,1982,1210020,12,1,2,1982,422,900.0,2,2,0.4,9.0,,,,9.1,8.9,,2.05,,,1200102,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,9.1,#,4.3,#,5.7,#,50.0,#,350000.0,,
37,1210020002,1982,1210020,12,1,2,1982,422,1210.0,2,2,0.3,2.0,,,,11.0,12.3,,1.55,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,9.1,#,3.7,#,5.6,#,37.0,,,,
38,1210020003,1982,1210020,12,1,2,1982,422,1540.0,2,2,0.5,2.0,,,,13.5,9.8,,2.8,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,9.1,#,2.4,#,3.7,#,12.0,,,,
39,1210020004,1982,1210020,12,1,2,1982,511,920.0,2,2,0.4,2.0,,,,26.6,17.3,,2.15,,,1200102,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.0,#,7.8,#,2.7,#,4.2,#,33.0,#,49000.0,,
40,1210020005,1982,1210020,12,1,2,1982,511,1230.0,2,2,0.3,2.0,,,,27.0,17.6,,1.7,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,8.2,#,2.6,#,3.9,#,31.0,,,,
41,1210020006,1982,1210020,12,1,2,1982,511,1530.0,2,2,0.4,2.0,,,,29.5,18.0,,2.05,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,8.4,#,2.3,#,3.2,#,13.0,,,,
42,1210020007,1982,1210020,12,1,2,1982,608,930.0,2,2,0.3,2.0,,,,28.0,22.0,,1.9,,,1200102,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,6.9,#,7.4,#,2.7,#,3.6,#,35.0,#,33000.0,,
43,1210020008,1982,1210020,12,1,2,1982,608,1310.0,2,2,0.3,2.0,,,,28.8,22.0,,1.6,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.0,#,7.6,#,2.4,#,2.7,#,22.0,,,,
44,1210020009,1982,1210020,12,1,2,1982,608,1700.0,2,2,0.3,2.0,,,,24.8,21.5,,1.95,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.0,#,7.7,#,2.7,#,3.2,#,15.0,,,,
45,1210020010,1982,1210020,12,1,2,1982,706,900.0,2,2,0.4,4.0,,,,23.8,23.5,,2.25,,,1200102,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,8.3,#,3.3,#,4.6,#,20.0,#,24000.0,,
46,1210020011,1982,1210020,12,1,2,1982,706,1200.0,2,2,0.4,4.0,,,,27.8,24.0,,2.2,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,8.9,#,3.0,#,4.3,#,14.0,,,,
47,1210020012,1982,1210020,12,1,2,1982,706,1500.0,2,2,0.4,4.0,,,,27.0,24.0,,2.2,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.9,#,10.0,#,4.6,#,5.9,#,22.0,,,,
48,1210020013,1982,1210020,12,1,2,1982,817,1000.0,2,2,0.4,4.0,,,,27.5,24.0,,2.3,,,1200102,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,7.9,#,1.9,#,3.1,#,20.0,#,7900.0,,
49,1210020014,1982,1210020,12,1,2,1982,817,1400.0,2,2,0.4,4.0,,,,26.3,22.8,,2.35,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,8.2,#,1.5,#,3.5,#,29.0,,,,
50,1210020015,1982,1210020,12,1,2,1982,817,1800.0,2,2,0.6,4.0,,,,25.0,23.0,,3.35,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,8.1,#,1.5,#,2.9,#,8.0,,,,
51,1210020016,1982,1210020,12,1,2,1982,907,900.0,2,2,0.5,4.0,,,,20.7,20.7,,2.7,,,1200102,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,8.3,#,1.1,#,2.9,#,12.0,#,24000.0,,
52,1210020017,1982,1210020,12,1,2,1982,907,1200.0,2,2,0.4,4.0,,,,24.0,21.5,,2.2,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,8.4,#,1.0,#,3.5,#,30.0,,,,
53,1210020018,1982,1210020,12,1,2,1982,907,1500.0,2,2,0.3,4.0,,,,25.0,21.3,,1.9,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,8.7,#,1.0,#,3.6,#,16.0,,,,
54,1210020019,1982,1210020,12,1,2,1982,1012,900.0,2,2,0.3,2.0,,,,19.6,16.5,,1.65,,,1200102,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,9.4,#,1.3,#,3.2,#,28.0,#,46000.0,,
55,1210020020,1982,1210020,12,1,2,1982,1012,1200.0,2,2,0.4,2.0,,,,27.0,17.7,,2.1,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,9.2,#,2.4,#,3.1,#,20.0,,,,
56,1210020021,1982,1210020,12,1,2,1982,1012,1500.0,2,2,0.5,2.0,,,,24.0,17.3,,2.5,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,9.2,#,1.0,#,2.6,#,14.0,,,,
57,1210020022,1982,1210020,12,1,2,1982,1109,920.0,2,2,0.5,4.0,,,,15.2,14.2,,2.8,,,1200102,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,9.8,#,1.7,#,3.0,#,6.0,#,79000.0,,
58,1210020023,1982,1210020,12,1,2,1982,1109,1300.0,2,2,0.4,4.0,,,,14.8,14.2,,2.4,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,9.1,#,1.7,#,3.6,#,10.0,,,,
59,1210020024,1982,1210020,12,1,2,1982,1109,1620.0,2,2,0.4,4.0,,,,15.0,14.3,,2.25,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,9.3,#,1.5,#,3.0,#,7.0,,,,
60,1210020025,1982,1210020,12,1,2,1982,1207,1000.0,2,2,0.3,2.0,,,,9.3,7.0,,1.7,,,1200102,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,10.0,#,3.5,#,2.9,#,10.0,#,17000.0,,
61,1210020026,1982,1210020,12,1,2,1982,1207,1200.0,2,2,0.3,2.0,,,,10.5,7.0,,1.9,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,10.0,#,2.4,#,2.7,#,11.0,,,,
62,1210020027,1982,1210020,12,1,2,1982,1207,1400.0,2,2,0.4,2.0,,,,12.0,7.0,,2.0,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,10.0,#,2.2,#,2.9,#,10.0,,,,
63,1210020028,1982,1210020,12,1,2,1983,105,930.0,2,2,0.4,4.0,,,,1.7,4.7,,2.2,,,1200102,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,12.0,#,1.9,#,2.9,#,5.0,#,11000.0,,
64,1210020029,1982,1210020,12,1,2,1983,105,1230.0,2,2,0.4,4.0,,,,6.1,5.0,,2.22,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,11.0,#,1.8,#,3.1,#,9.0,,,,
65,1210020030,1982,1210020,12,1,2,1983,105,1535.0,2,2,0.4,4.0,,,,8.3,5.3,,2.17,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,11.0,#,1.9,#,3.2,#,7.0,,,,
66,1210020031,1982,1210020,12,1,2,1983,201,930.0,2,1,0.5,4.0,,,,8.7,6.2,,2.5,,,1200102,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,11.0,#,2.3,#,3.7,#,5.0,#,4900.0,,
67,1210020032,1982,1210020,12,1,2,1983,201,1230.0,2,1,0.4,4.0,,,,11.0,7.2,,2.3,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,10.0,#,3.1,#,4.2,#,5.0,,,,
68,1210020033,1982,1210020,12,1,2,1983,201,1530.0,2,1,0.4,4.0,,,,8.5,6.3,,2.4,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,11.0,#,2.5,#,4.2,#,3.0,,,,
69,1210020034,1982,1210020,12,1,2,1983,303,930.0,2,1,0.4,2.0,,,,13.3,7.5,,2.4,,,1200102,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,9.5,#,2.7,#,6.0,#,6.0,#,49000.0,,
70,1210020035,1982,1210020,12,1,2,1983,303,1230.0,2,1,0.4,2.0,,,,15.2,9.1,,2.15,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,9.9,#,2.9,#,6.4,#,11.0,,,,
71,1210020036,1982,1210020,12,1,2,1983,303,1530.0,2,1,0.3,2.0,,,,13.8,9.0,,1.8,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,10.0,#,2.9,#,6.4,#,10.0,,,,
72,1210030001,1982,1210030,12,1,51,1982,422,810.0,2,3,0.6,9.0,,,,10.0,10.5,88.95,3.1,,,1200151,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,9.9,#,1.9,#,3.3,#,40.0,#,2400.0,,
