,レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,採取_年,採取_月日,採取_時分,調査区分コード,採取位置コード,採取水深(m),天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度_C,透明度(m),地点統一番号,カドミウム_C,カドミウム(mg/l),全シアン_C,全シアン(mg/l),鉛_C,鉛(mg/l),六価クロム_C,六価クロム(mg/l),砒素_C,砒素(mg/l),総水銀_C,総水銀(mg/l),アルキル水銀_C,アルキル水銀(mg/l),PCB_C,PCB(mg/l),有機リン_C,有機リン(mg/l),ジクロロメタン_C,ジクロロメタン(mg/l),四塩化炭素_C,四塩化炭素(mg/l),1，2-ジクロロエタン_C,1，2-ジクロロエタン(mg/l),1，1-ジクロロエチレン_C,1，1-ジクロロエチレン(mg/l),シス-1，2-ジクロロエチレン_C,シス-1，2-ジクロロエチレン(mg/l),1，1，1-トリクロロエタン_C,1，1，1-トリクロロエタン(mg/l),1，1，2-トリクロロエタン_C,1，1，2-トリクロロエタン(mg/l),トリクロロエチレン_C,トリクロロエチレン(mg/l),テトラクロロエチレン_C,テトラクロロエチレン(mg/l),1，3-ジクロロプロペン_C,1，3-ジクロロプロペン(mg/l),チウラム_C,チウラム(mg/l),シマンジン_C,シマンジン(mg/l),チオベンカルプ_C,チオベンカルプ(mg/l),ベンゼン_C,ベンゼン(mg/l),セレン_C,セレン(mg/l),亜硝酸性窒素_C,亜硝酸性窒素(mg/l),硝酸性窒素及び亜硝酸性窒素_C,硝酸性窒素及び亜硝酸性窒素(mg/l),ふっ素_C,ふっ素(mg/l),ほう素_C,ほう素(mg/l),pH_C,pH,DO_C,DO(mg/l),BOD_C,BOD(mg/l),COD_C,COD(mg/l),SS_C,SS(mg/l),大腸菌群数_C,大腸菌群数(MPN/100ml),n-ヘキサン抽出物質_C,n-ヘキサン抽出物質(mg/l)
21,1210010022,1983,1210010,12,1,1,1983,1108,1000,2,1,0.5,2.0,,,,17.8,14.0,82.92,2.9,,,1200101,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,9.3,#,1.3,#,2.7,#,6.0,#,33000.0,,
22,1210010023,1983,1210010,12,1,1,1983,1108,1610,2,1,0.5,2.0,,,,16.5,15.0,73.96,2.8,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,9.3,#,1.4,#,2.4,#,7.0,,,,
23,1210010024,1983,1210010,12,1,1,1983,1108,2140,2,1,0.5,2.0,,,,15.0,12.8,86.41,2.95,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,9.5,#,0.8,#,2.3,#,12.0,,,,
24,1210010025,1983,1210010,12,1,1,1983,1206,1000,2,1,0.6,2.0,,,,11.0,7.0,66.55,3.25,,,1200101,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,11.0,#,1.2,#,3.1,#,15.0,#,4900.0,,
25,1210010026,1983,1210010,12,1,1,1983,1206,1200,2,1,0.6,2.0,,,,12.7,7.5,56.63,3.15,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,11.0,#,1.3,#,3.0,#,12.0,,,,
26,1210010027,1983,1210010,12,1,1,1983,1206,1400,2,1,0.6,2.0,,,,12.9,8.0,54.74,3.13,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,10.0,#,1.7,#,3.2,#,15.0,,,,
27,1210010028,1983,1210010,12,1,1,1984,110,1030,2,1,0.3,2.0,,,,7.0,3.2,64.5,1.5,,,1200101,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,12.0,#,2.3,#,3.0,#,6.0,#,7900.0,,
28,1210010029,1983,1210010,12,1,1,1984,110,1530,2,1,0.2,2.0,,,,9.5,4.8,45.78,1.3,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,12.0,#,2.5,#,3.3,#,7.0,,,,
29,1210010030,1983,1210010,12,1,1,1984,110,2115,2,1,0.2,2.0,,,,5.0,4.5,43.25,1.3,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,12.0,#,1.9,#,3.1,#,7.0,,,,
30,1210010031,1983,1210010,12,1,1,1984,207,1100,2,1,0.5,2.0,,,,1.0,1.0,49.27,2.5,,,1200101,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,12.0,#,2.0,#,4.1,#,5.0,#,3300.0,,
31,1210010032,1983,1210010,12,1,1,1984,207,1605,2,1,0.4,2.0,,,,1.0,2.0,35.34,2.35,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,12.0,#,1.7,#,4.0,#,8.0,,,,
32,1210010033,1983,1210010,12,1,1,1984,207,2130,2,1,0.4,2.0,,,,,2.4,42.42,2.4,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,13.0,#,2.3,#,4.5,#,8.0,,,,
33,1210010034,1983,1210010,12,1,1,1984,306,1000,2,1,0.5,2.0,,,,6.2,7.0,45.78,2.55,,,1200101,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,9.4,#,3.2,#,4.4,#,6.0,#,7900.0,,
34,1210010035,1983,1210010,12,1,1,1984,306,1530,2,1,0.5,2.0,,,,10.0,9.0,50.16,2.6,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,9.6,#,3.4,#,4.9,#,6.0,,,,
35,1210010036,1983,1210010,12,1,1,1984,306,2110,2,1,0.5,2.0,,,,5.5,8.5,57.58,2.7,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,9.7,#,3.4,#,4.2,#,11.0,,,,
36,1210020001,1983,1210020,12,1,2,1983,420,1130,2,2,0.5,4.0,,,,23.0,16.0,,2.5,,,1200102,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.0,#,9.0,#,1.5,#,4.5,#,22.0,#,13000.0,,
37,1210020002,1983,1210020,12,1,2,1983,420,1600,2,2,0.4,10.0,,,,15.5,15.0,,2.0,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.0,#,8.9,#,1.6,#,5.3,#,27.0,,,,
38,1210020003,1983,1210020,12,1,2,1983,420,2030,2,2,0.4,4.0,,,,13.5,12.9,,2.05,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.0,#,9.3,#,2.4,#,5.9,#,54.0,,,,
39,1210020004,1983,1210020,12,1,2,1983,510,1200,2,2,0.5,2.0,,,,25.0,23.5,,2.55,,,1200102,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,9.8,#,4.1,#,5.2,#,15.0,#,13000.0,,
40,1210020005,1983,1210020,12,1,2,1983,510,1600,2,2,0.5,2.0,,,,22.5,21.5,,2.65,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,10.0,#,4.4,#,5.2,#,12.0,,,,
41,1210020006,1983,1210020,12,1,2,1983,510,2030,2,2,0.4,2.0,,,,16.1,18.1,,2.45,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,8.6,#,4.1,#,5.0,#,17.0,,,,
42,1210020007,1983,1210020,12,1,2,1983,607,1120,2,2,0.5,2.0,,,,25.0,25.5,,2.9,,,1200102,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,8.9,#,11.0,#,6.9,#,9.8,#,21.0,#,13000.0,,
43,1210020008,1983,1210020,12,1,2,1983,607,1630,2,2,0.5,2.0,,,,23.0,24.0,,2.8,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,8.9,#,12.0,#,7.0,#,9.6,#,19.0,,,,
44,1210020009,1983,1210020,12,1,2,1983,607,2040,2,2,0.5,2.0,,,,19.6,20.5,,2.7,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,8.9,#,9.1,#,5.0,#,7.5,#,22.0,,,,
45,1210020010,1983,1210020,12,1,2,1983,705,1210,2,2,0.5,10.0,,,,21.7,22.3,,2.5,,,1200102,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,7.4,#,1.5,#,3.8,#,21.0,#,24000.0,,
46,1210020011,1983,1210020,12,1,2,1983,705,1615,2,2,0.5,10.0,,,,22.0,23.0,,2.5,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,7.3,#,1.8,#,3.8,#,20.0,,,,
47,1210020012,1983,1210020,12,1,2,1983,705,2030,2,2,0.4,10.0,,,,21.0,21.6,,2.35,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,7.4,#,2.7,#,6.0,#,67.0,,,,
48,1210020013,1983,1210020,12,1,2,1983,823,1000,2,1,0.4,4.0,,,,25.2,20.9,,2.3,,,1200102,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,8.7,#,1.1,#,4.7,#,98.0,#,130000.0,,
49,1210020014,1983,1210020,12,1,2,1983,823,1600,2,1,0.4,4.0,,,,24.0,20.0,,2.4,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.0,#,8.4,#,1.1,#,4.7,#,94.0,,,,
50,1210020015,1983,1210020,12,1,2,1983,823,2200,2,1,0.4,4.0,,,,21.0,20.4,,2.4,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.0,#,8.2,#,1.2,#,5.3,#,89.0,,,,
51,1210020016,1983,1210020,12,1,2,1983,906,920,2,2,0.4,2.0,,,,31.8,29.0,,2.05,,,1200102,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,8.5,#,2.4,#,5.0,#,18.0,#,49000.0,,
52,1210020017,1983,1210020,12,1,2,1983,906,1415,2,2,0.3,2.0,,,,32.0,30.0,,1.95,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,9.6,#,3.5,#,6.4,#,41.0,,,,
53,1210020018,1983,1210020,12,1,2,1983,906,2030,2,2,0.5,2.0,,,,26.0,27.0,,2.5,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,9.4,#,3.6,#,4.4,#,27.0,,,,
54,1210020019,1983,1210020,12,1,2,1983,1018,1100,2,1,0.3,2.0,,,,19.0,18.0,,1.8,,,1200102,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,10.0,#,1.1,#,3.8,#,19.0,#,24000.0,,
55,1210020020,1983,1210020,12,1,2,1983,1018,1630,2,1,0.5,4.0,,,,15.0,16.5,,2.7,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,8.8,#,2.3,#,3.6,#,9.0,,,,
56,1210020021,1983,1210020,12,1,2,1983,1018,2030,2,1,0.4,4.0,,,,13.8,15.9,,2.1,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,8.3,#,8.9,#,1.4,#,3.3,#,26.0,,,,
57,1210020022,1983,1210020,12,1,2,1983,1108,910,2,2,0.4,2.0,,,,12.8,12.6,,2.0,,,1200102,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,9.2,#,2.2,#,3.1,#,10.0,#,7900.0,,
58,1210020023,1983,1210020,12,1,2,1983,1108,1330,2,2,0.2,2.0,,,,17.0,13.5,,1.4,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,9.6,#,1.6,#,3.2,#,10.0,,,,
59,1210020024,1983,1210020,12,1,2,1983,1108,2040,2,2,0.3,2.0,,,,9.3,12.5,,1.85,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,9.5,#,1.6,#,2.8,#,9.0,,,,
60,1210020025,1983,1210020,12,1,2,1983,1206,1000,2,2,0.4,2.0,,,,9.0,7.0,,2.3,,,1200102,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,10.0,#,2.0,#,3.4,#,12.0,#,7000.0,,
61,1210020026,1983,1210020,12,1,2,1983,1206,1200,2,2,0.4,2.0,,,,9.5,6.8,,2.17,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,11.0,#,1.7,#,3.4,#,12.0,,,,
62,1210020027,1983,1210020,12,1,2,1983,1206,1400,2,2,0.4,2.0,,,,10.0,6.5,,2.25,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,11.0,#,1.9,#,3.2,#,9.0,,,,
63,1210020028,1983,1210020,12,1,2,1984,110,1100,2,2,0.5,2.0,,,,10.0,5.0,,2.6,,,1200102,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.6,#,11.0,#,2.8,#,3.8,#,5.0,#,3300.0,,
64,1210020029,1983,1210020,12,1,2,1984,110,1600,2,2,0.4,2.0,,,,8.0,4.7,,2.2,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,12.0,#,2.7,#,3.9,#,10.0,,,,
65,1210020030,1983,1210020,12,1,2,1984,110,2030,2,2,0.4,2.0,,,,4.2,3.8,,2.2,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.5,#,12.0,#,2.8,#,3.2,#,5.0,,,,
66,1210020031,1983,1210020,12,1,2,1984,207,930,2,2,0.5,2.0,,,,1.0,1.0,,2.6,,,1200102,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,11.0,#,2.7,#,5.3,#,4.0,#,3300.0,,
67,1210020032,1983,1210020,12,1,2,1984,207,1400,2,2,0.4,2.0,,,,2.0,2.6,,2.35,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,12.0,#,3.0,#,5.0,#,7.0,,,,
68,1210020033,1983,1210020,12,1,2,1984,207,2030,2,2,0.4,2.0,,,,,2.2,,2.4,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,13.0,#,2.6,#,5.1,#,7.0,,,,
69,1210020034,1983,1210020,12,1,2,1984,306,1030,2,2,0.5,2.0,,,,9.0,8.5,,2.55,,,1200102,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,8.1,#,2.9,#,5.1,#,7.0,#,110000.0,,
70,1210020035,1983,1210020,12,1,2,1984,306,1600,2,2,0.5,2.0,,,,11.0,10.0,,2.65,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,9.8,#,2.5,#,7.4,#,21.0,,,,
71,1210020036,1983,1210020,12,1,2,1984,306,2030,2,2,0.5,2.0,,,,6.0,7.7,,2.7,,,1200102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.4,#,9.8,#,3.6,#,5.0,#,7.0,,,,
72,1210030001,1983,1210030,12,1,51,1983,420,925,2,3,0.3,4.0,,,,19.0,13.5,156.0,1.75,,,1200151,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,9.9,#,1.0,#,4.1,#,31.0,#,4900.0,,
73,1210030002,1983,1210030,12,1,51,1983,420,1435,2,3,0.3,4.0,,,,17.0,14.0,153.75,1.73,,,1200151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,9.8,#,1.4,#,4.8,#,37.0,,,,
