西暦年度,ＲＬＳ識別コード,水系コード,絶対番号,地点新設等コード,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,ＣＯＤ等基準点識別コード,水域名称_漢字,水域名称_カタカナ,水域名称_ローマ字,地点名称_漢字,地点名称_カタカナ,地点名称_ローマ字,類型,達成期間,指定区分,類型指定年_ＣＯＤ等,類型指定月_ＣＯＤ等,類型指定日_ＣＯＤ等,特例１,特例２,特例３,特例４,特例５,ＣＯＤの測定方法,県際水域コード,県際地点コード,測定中止年,測定中止月,測定中止日,測定再開年,測定再開月,測定再開日,ＮＰ測定コード,ＮＰ基準点識別コード,ＮＰ水域コード,ＮＰ水域名称_漢字,ＮＰ水域名称_カタカナ,ＮＰ水域名称_ローマ字,ＮＰ地点名称_漢字,ＮＰ地点名称_カタカナ,ＮＰ地点名称_ローマ字,ＮＰ類型,ＮＰ達成期間,ＮＰ指定区分,ＮＰ類型指定年,ＮＰ類型指定月,ＮＰ類型指定日,Ｎ指定の有無,Ｐ指定の有無,Ｎ暫定基準値,Ｐ暫定基準値,ＮＰ基準の特例,Ｎ測定方法,Ｐ測定方法,ＮＰ県際水域コード,ＮＰ県際地点コード,ＮＰ測定中止年,ＮＰ測定中止月,ＮＰ測定中止日,ＮＰ測定再開年,ＮＰ測定再開月,ＮＰ測定再開日,水道の取水地点,緯度_Ｎ(度),緯度_Ｎ(分),緯度_Ｎ(秒),経度_Ｅ（度）,経度_Ｅ（分）,経度_Ｅ（秒）,水質年鑑コード,推定絶対番号,推定水系コード,備考
1976,1,,0110342,2,,,,,,,,中川捕獲場,ナカガワホカクジヨウ,,B,2,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,44,36,142,02,42,01R0250,0110450,81001,
1976,1,,0110352,2,,,,,,,,丸山流量観測所,マルヤマリユウリヨウカンソクジヨ,,B,2,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,55,39,141,52,53,01R0251,0110460,,
1976,1,,0110362,2,,,,,,,,12線橋,12センバシ,,A,2,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,08,30,142,23,42,01R0260,0110440,81001,
1976,1,,0110372,2,,,,,,,,緑ヶ丘浄水場取水口,ミドリガオカジヨウスイグチ,,A,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,22,07,142,27,50,01R0270,0110420,81001,
1976,1,,0110382,2,,,,,,,,下中川捕獲場,シモナカガワ,,A,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,50,37,142,04,35,01R0280,0110430,81001,
1976,1,,0110392,2,,,,,,,,開明橋,カイメイバシ,,AA,1,,1973,03,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,52,57,142,12,28,01R0410,0111350,81203,
1976,1,,0110402,2,,,,,,,,上駒橋,カミコマバシ,,A,1,,1973,03,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,57,39,142,16,16,01R0420,0111370,81203,
1976,1,,0110412,2,,,,,,,,浜頓別橋,タマトニベツバシ,,B,1,,1973,03,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,07,35,142,23,12,01R0430,0111420,81203,
1976,1,,0110422,2,,,,,,,,本町簡水取水口,ホンチヨウカンスイシユスイグチ,,AA,1,,1973,03,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,58,35,142,18,06,01R0440,0111380,81203,
1976,1,,0110432,2,,,,,,,,下頓別簡水取水口,シモトンベツカンスイシユスイクチ,,AA,1,,1973,03,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,01,52,142,19,08,01R0450,0111400,81203,
1976,1,,0110442,2,,,,,,,,豊寒別浄水場右の沢取水口,トヨカンベツジヨウスイミギノサク,,AA,1,,1973,03,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,05,26,142,25,08,01R0460,0111410,81203,
1976,1,,0110452,2,,,,,,,,やよい橋,ヤヨイバシ,,A,1,,1973,03,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,50,00,142,27,26,01R0510,0111430,81204,
1976,1,,0110462,2,,,,,,,,下幌別橋,シモホロベツバシ,,B,1,,1973,03,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,53,20,142,37,03,01R0520,0111460,81204,
1976,1,,0110472,2,,,,,,,,歌登町市街簡水取水口,ウタノボリチヨウシガイカンスイグチ,,A,1,,1973,03,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,52,42,142,28,02,01R0530,0111440,81204,
1976,1,,0110482,2,,,,,,,,岡島専水取水口,オカジマセンスイシユスイクチ,,AA,1,,1973,03,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,52,30,142,36,22,01R0540,0111450,81204,
1976,1,,0110492,2,,,,,,,,日の出橋,ヒノデバシ,,AA,1,,1973,03,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,43,10,142,36,25,01R0610,0111480,81205,
1976,1,,0110502,2,,,,,,,,徳志別捕獲場,トクシベツホカクジヨウ,,A,1,,1973,03,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,50,08,142,38,59,01R0620,0111500,81205,
1976,1,,0110512,2,,,,,,,,志美宇丹簡水取水口,シビウタンカンスイシユスイクチ,,AA,1,,1973,03,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,46,43,142,34,06,01R0630,0111490,81205,
1976,1,,0110522,2,,,,,,,,七江橋（忍路子川合流前）,ナナエバシ,,AA,1,,1973,03,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,19,53,142,55,52,01R0710,0110500,81207,
1976,1,,0110532,2,,,,,,,,興部簡水取水口,オコツペカンスイシユスイグチ,,A,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,37,52,143,28,25,01R0720,0110520,81207,
1976,1,,0110542,2,,,,,,,,興部捕獲場,オコツペホカクジヨウ,,B,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,36,28,143,27,30,01R0730,0110530,81207,
1976,1,,0110552,2,,,,,,,,渚滑捕獲場,シヨコツホカクジヨウ,,B,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,22,52,143,18,03,01R0800,0110570,81002,
1976,1,,0110562,2,,,,,,,,花園浄水場取水口,ハナゾノジヨウスイジヨウスイグチ,,A,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,20,56,143,16,20,01R0801,0110550,81002,
1976,1,,0110572,2,,,,,,,,滝の上橋,タキノウエバシ,,AA,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,11,44,143,04,51,01R0810,0110540,81209,
1976,1,,0110592,2,,,,,,,,白滝橋,シラタキバシ,,AA,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,52,51,143,10,30,01R1010,0110580,81003,
1976,1,,0110602,2,,,,,,,,丸瀬布簡水予備取水口,マルセツプカンスイシユスイクチ,,AA,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,59,49,143,18,54,01R1020,0110590,81003,
1976,1,,0110612,2,,,,,,,,中湧別橋,ナカユウベツバシ,,A,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,12,57,143,35,44,01R1030,0110600,81003,
1976,1,,0110622,2,,,,,,,,遠軽橋,エンガルバシ,,A,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,03,12,143,31,08,01R1040,0110610,81003,
1976,1,,0110632,2,,,,,,,,敷島橋,シキシマバシ,,AA,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,57,56,143,40,14,01R1110,0110620,81210,
1976,1,,0110642,2,,,,,,,,佐呂間大橋,サロマオオバシ,,A,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,04,49,143,56,11,01R1120,0110630,81210,
1976,1,,0110652,2,,,,,,,,北見上水場取水口,キタミシジヨウスイシユスイグチ,,A,1,,1970,09,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,45,39,143,51,51,01R1210,0110150,,
1976,1,,0110662,2,,,,,,,,第二観月橋,ダイ 2 カンゲツバツ,,B,2,,1970,09,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,46,52,143,58,16,01R1220,0110200,,
1976,1,,0110672,2,,,,,,,,コンピラ橋,コンピラバシ,,A,1,,1970,09,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,45,17,143,50,29,01R1240,0110160,,
1976,1,,0110682,2,,,,,,,,若松橋,ワカマツバシ,,B,2,,1970,09,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,51,14,143,57,31,01R1250,,,
1976,1,,0110692,2,,,,,,,,忠志橋,チユウシバシ,,B,2,,1970,09,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,55,17,143,58,04,01R1260,0110170,81004,
1976,1,,0110702,2,,,,,,,,上川沿流量観測所,カミカワゾエ,,B,2,,1970,09,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,05,01,140,02,20,01R1270,0110180,,
1976,1,,0110712,2,,,,,,,,都橋,ミヤコバシ,,A,1,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,48,09,144,10,12,01R1310,0110340,81005,
1976,1,,0110722,2,,,,,,,,美幌橋,ビホロバシ,,B,2,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,49,43,144,07,21,01R1311,0110350,81005,
1976,1,,0110732,2,,,,,,,,大正橋,タイシヨウバシ,,A,1,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,49,30,144,05,27,01R1320,0110310,81005,
1976,1,,0110742,2,,,,,,,,治水橋,チスイバシ,,B,2,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,54,45,144,07,38,01R1330,0110320,81005,
1976,1,,0110752,2,,,,,,,,網走橋,アバシリバシ,,B,2,,1971,05,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,01,16,144,15,17,01R1340,0110330,81005,
1976,1,,0110762,2,,,,,,,,水上橋,キタガミバシ,,AA,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,47,52,144,29,38,01R1410,0110640,81504,
1976,1,,0110772,2,,,,,,,,パナクシュベツ合流前,パナクシユベツガワゴウリユウ,,A,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,48,40,144,29,25,01R1420,0110650,81504,
1976,1,,0110782,2,,,,,,,,中島橋,ナカジマバシ,,B,2,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,55,28,144,29,24,01R1430,0110670,81504,
1976,1,,0110792,2,,,,,,,,南1号橋,ミナミ 1 ゴウバシ,,B,2,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,54,09,144,28,42,01R1440,,,
1976,1,,0110802,2,,,,,,,,止別川合流前（無名橋）,ヤンベツガワゴウリユウマエ,,A,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,49,21,144,28,53,01R1450,0110660,,
1976,1,,0110822,2,,,,,,,,長栄橋,チヨウエイバシ,,AA,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,44,44,144,31,07,01R1510,0110680,81211,
1976,1,,0110832,2,,,,,,,,9線橋,9センバシ,,A,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,47,44,144,33,01,01R1520,0110690,81211,
1976,1,,0110842,2,,,,,,,,川上橋,カワカミバシ,,B,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,52,14,144,39,01,01R1530,0110730,81211,
1976,1,,0110852,2,,,,,,,,斜里新大橋,シヤリシンオオハシ,,B,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,53,49,144,38,30,01R1540,0110720,81211,
1976,1,,0110862,2,,,,,,,,斜里捕獲場,シヤリホカクジヨウ,,B,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,54,50,144,39,36,01R1550,0110710,81211,
1976,1,,0110872,2,,,,,,,,エトンビ橋,エトンビガワバシ,,A,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,49,25,144,35,56,01R1560,0110700,81211,
1976,1,,0110882,2,,,,,,,,西竹橋,ニシタケバシ,,AA,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,30,32,144,48,56,01R1710,0110740,81241,
1976,1,,0110892,2,,,,,,,,南共栄橋,ミナミキヨウエイバシ,,A,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,31,44,144,54,30,01R1720,0110750,81241,
1976,1,,0110902,2,,,,,,,,標津捕獲場,シベツホカクジヨウ,,B,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,40,01,145,07,15,01R1740,0110770,81241,
1976,1,,0110912,2,,,,,,,,武佐川橋,ムサガワバシ,,A,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,38,05,145,04,27,01R1750,0110760,81241,
1976,1,,0110932,2,,,,,,,,大平原橋,ダイヘイゲンバシ,,B,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,37,21,145,04,35,01R1770,,,
1976,1,,0110942,2,,,,,,,,長栄橋,チヨウエイバシ,,AA,1,,1973,03,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,25,44,144,46,05,01R1810,0111510,81237,
1976,1,,0110952,2,,,,,,,,別海橋,ベツカイバシ,,A,1,,1973,03,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,22,46,145,17,03,01R1820,0111520,81237,
1976,1,,0110962,2,,,,,,,,西別川橋,ニシベツバシ,,A,1,,1973,03,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,23,23,145,07,36,01R1830,0111530,,
1976,1,,0110992,2,,,,,,,,風蓮橋,フウレンバシ,,A,1,,1975,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,16,29,145,13,44,01R1870,0112410,81236,
1976,1,,0111002,2,,,,,,,,別当賀橋,ベツトウバシ,,A,1,,1975,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,15,15,145,24,16,01R1880,0112420,81236,
1976,1,,0111012,2,,,,,,,,ポン川橋,ポンガワバシ,,A,1,,1975,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,21,49,145,13,13,01R1890,0112430,81236,
1976,1,,0111022,2,,,,,,,,万年橋,マンネンバシ,,A,1,,1975,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,20,36,145,12,52,01R1900,0112440,81236,
1976,1,,0111032,2,,,,,,,,瀬文平橋,セモンビラバシ,,AA,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,19,34,144,36,17,01R1910,0110780,81012,
1976,1,,0111042,2,,,,,,,,開運橋,カイウンバシ,,A,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,17,58,144,36,07,01R1911,0110800,81012,
1976,1,,0111052,2,,,,,,,,愛国浄水場取水口,アイコクジヨウスイジヨウスイグチ,,A,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,04,31,144,24,51,01R1920,0110790,81012,
1976,1,,0111062,2,,,,,,,,新川橋,シンカワバシ,,B,2,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,59,59,144,21,37,01R1930,0110820,81012,
1976,1,,0111082,2,,,,,,,,雪裡橋,セツツリバシ,,E,2,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,00,15,144,24,03,01R1950,0110850,81012,
1976,1,,0111092,2,,,,,,,,弊舞橋,ヌサマエバシ,,E,2,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,58,53,144,23,06,01R1960,0110840,81012,
1976,1,,0111102,2,,,,,,,,茂雪裡橋,モセツツリバシ,,AA,1,,1972,04,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,14,15,144,19,13,01R1970,0110810,81012,
